School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Southampton: William E Norris,02750005,Public School,Southampton,MA,01073,"PK,K,01,02,03,04,05,06",Southampton,02750000,Public School District,      36,      69,      78,      71,      61,      80,      75,      80,       0,       0,       0,       0,       0,       0,       0,     550,      27,   4.9,      11,   2.0,      88,  16.0,     159,  28.9, , ,   0.5,   0.9,   3.3,  91.6,   0.2,   0.2,   3.3,  52.0,  48.0,     142,18.6,        560,38.7,100.0,     178,100.0,  14.2 to 1,"      $2,521,238","  $65,148",     38.7,50.0,      14,  28.0,-,-,-,-,"           $5,329,245.90",             551.5,"               $9,663.18","           $6,172,406.90",             590.2,"              $10,458.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
Southborough: Albert S. Woodward Memorial School,02760050,Public School,Southborough,MA,01772,"02,03",Southborough,02760000,Public School District,       0,       0,       0,     145,     130,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     275,      30,  10.9,      26,   9.5,      32,  11.6,      61,  22.2, , ,   0.4,  16.4,   5.8,  73.8,   0.0,   0.4,   3.3,  54.2,  45.8,      59,20.3,        285,24.2,100.0,      90,100.0,  11.3 to 1,"      $8,449,165","  $76,951",    109.8,31.0,      21,  67.7,-,-,-,-,"          $20,894,235.86","           1,375.5","              $15,190.28","          $22,969,244.74","           1,407.4","              $16,320.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southborough: Margaret A Neary,02760020,Public School,Southborough,MA,01772,"04,05",Southborough,02760000,Public School District,       0,       0,       0,       0,       0,     170,     150,       0,       0,       0,       0,       0,       0,       0,       0,     320,      34,  10.6,      15,   4.7,      26,   8.1,      54,  16.9, , ,   0.6,  13.8,   2.8,  78.8,   0.0,   0.3,   3.8,  50.6,  49.4,      63,23.7,        322,23.9,100.0,      91,100.0,  13.4 to 1,"      $8,449,165","  $76,951",    109.8,32.0,      16,  50.0,-,-,-,-,"          $20,894,235.86","           1,375.5","              $15,190.28","          $22,969,244.74","           1,407.4","              $16,320.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0
Southborough: Mary E Finn School,02760008,Public School,Southborough,MA,01772,"PK,K,01",Southborough,02760000,Public School District,      43,      93,     123,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     259,      16,   6.2,      16,   6.2,      31,  12.0,      49,  18.9, , ,   1.9,   8.5,   8.9,  76.1,   0.0,   0.0,   4.6,  54.4,  45.6,      51,18.1,        270,21.2,100.0,      89,100.0,  12.2 to 1,"      $8,449,165","  $76,951",    109.8,27.0,      19,  70.4,-,-,-,-,"          $20,894,235.86","           1,375.5","              $15,190.28","          $22,969,244.74","           1,407.4","              $16,320.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southborough: P Brent Trottier,02760305,Public School,Southborough,MA,01772,"06,07,08",Southborough,02760000,Public School District,       0,       0,       0,       0,       0,       0,       0,     159,     177,     186,       0,       0,       0,       0,       0,     522,      42,   8.0,      13,   2.5,      66,  12.6,      87,  16.7, , ,   0.6,  12.3,   2.5,  82.6,   0.0,   0.2,   1.9,  52.1,  47.9,     393,15.8,        527,40.5,100.0,     274,98.2,  12.9 to 1,"      $8,449,165","  $76,951",    109.8,53.0,      23,  43.4,-,-,-,-,"          $20,894,235.86","           1,375.5","              $15,190.28","          $22,969,244.74","           1,407.4","              $16,320.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
Southbridge: Charlton Street,02770005,Public School,Southbridge,MA,01550,"PK,K,01,02,03,04,05",Southbridge,02770000,Public School District,       0,       0,     104,      99,      96,      85,      90,       0,       0,       0,       0,       0,       0,       0,       0,     474,      74,  15.6,      45,   9.5,      67,  14.1,     409,  86.3, , ,   0.4,   0.2,  35.4,  63.5,   0.2,   0.0,   0.2,  52.3,  47.7,     167,22.1,        455,35.0,100.0,     138,100.0,  13.5 to 1,"     $10,406,574","  $63,493",    163.9,43.0,      42,  97.7,   0.0,  97.6,   0.0,   2.4,"          $30,006,826.62","           2,225.1","              $13,485.61","          $33,935,861.78","           2,492.2","              $13,616.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
Southbridge: Eastford Road,02770010,Public School,Southbridge,MA,01550,"PK,K,01",Southbridge,02770000,Public School District,     105,     182,       1,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     288,      53,  18.4,      52,  18.1,      61,  21.2,     231,  80.2, , ,   0.0,   0.0,   4.9,  95.1,   0.0,   0.0,   0.0,  50.0,  50.0,      37,18.5,        307,16.0,93.8,      80,97.5,  18.0 to 1,"     $10,406,574","  $63,493",    163.9,20.0,      18,  90.0,-,-,-,-,"          $30,006,826.62","           2,225.1","              $13,485.61","          $33,935,861.78","           2,492.2","              $13,616.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southbridge: Southbridge Academy,02770525,Public School,Southbridge,MA,01550,"06,07,08,09,10,11,12",Southbridge,02770000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $10,406,574","  $63,493",    163.9,,,,,,,,"          $30,006,826.62","           2,225.1","              $13,485.61","          $33,935,861.78","           2,492.2","              $13,616.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southbridge: Southbridge High School,02770515,Public School,Southbridge,MA,01550,"09,10,11,12",Southbridge,02770000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $10,406,574","  $63,493",    163.9,,,,,,,,"          $30,006,826.62","           2,225.1","              $13,485.61","          $33,935,861.78","           2,492.2","              $13,616.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southbridge: Southbridge Middle School,02770315,Public School,Southbridge,MA,01550,"06,07,08",Southbridge,02770000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $10,406,574","  $63,493",    163.9,,,,,,,,"          $30,006,826.62","           2,225.1","              $13,485.61","          $33,935,861.78","           2,492.2","              $13,616.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southbridge: West Street,02770020,Public School,Southbridge,MA,01550,"01,02,03,04,05",Southbridge,02770000,Public School District,       0,       0,      85,      88,      71,      86,      85,       0,       0,       0,       0,       0,       0,       0,       0,     415,      77,  18.6,      56,  13.5,      67,  16.1,     321,  77.3, , ,   0.5,   2.2,  32.5,  63.9,   0.5,   0.0,   0.5,  49.9,  50.1,     170,20.0,        422,33.9,97.2,     157,100.0,  12.3 to 1,"     $10,406,574","  $63,493",    163.9,43.0,      42,  97.7,   0.0,  97.6,   0.0,   2.4,"          $30,006,826.62","           2,225.1","              $13,485.61","          $33,935,861.78","           2,492.2","              $13,616.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
Southeastern Regional Vocational Technical: Southeastern Regional Vocational Technical,08720605,Public School,South Easton,MA,02375,"09,10,11,12",Southeastern Regional Vocational Technical,08720000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     354,     319,     310,     296,       1,"   1,280",     245,  19.1,      12,   0.9,     282,  22.0,     868,  67.8, , ,  27.3,   0.6,  12.3,  56.5,   0.1,   0.0,   3.2,  54.0,  46.0,     595,16.7,"      1,264",109.6,97.2,     292,96.9,  11.7 to 1,"      $9,734,501","  $82,776",    117.6,130.0,     128,  98.5,   3.1,  73.4,  22.7,   0.8,"          $27,425,168.00","           1,316.9","              $20,825.55","          $27,453,611.00","           1,321.8","              $20,769.87",294.0,96.9,0.3,0.0,0.3,2.4,0.0,"   1,279",5.0,0.4,,,,,,,,,,,291.0,272.0,93.5,65.0,      71,59.0,6.0,0.0,0.0,0.0,35.0,26.0,7.0,3.0,0.0,85.9,14.1,136.0,428.0,425.0,32.0
Southern Berkshire: Mt Everett Regional,07650505,Public School,Sheffield,MA,01257,"06,07,08,09,10,11,12",Southern Berkshire,07650000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,      54,      54,      48,      71,      58,      50,       0,     335,       9,   2.7,       3,   0.9,      67,  20.0,      88,  26.3, , ,   0.9,   0.3,   3.3,  90.4,   0.3,   0.0,   4.8,  55.2,  44.8,     311,10.6,        333,32.8,98.9,     196,99.0,  10.2 to 1,"      $4,934,246","  $65,182",     75.7,51.0,      46,  90.2,   0.0,  97.8,   2.2,   0.0,"          $14,785,666.15",             752.1,"              $19,659.18","          $15,847,143.15",             909.3,"              $17,427.85",53.0,90.6,3.8,1.9,1.9,1.9,0.0,     227,4.0,1.8,,,,,,,,,,,49.0,49.0,100.0,24.0,      43,8.0,14.0,1.0,1.0,0.0,11.0,5.0,14.0,9.0,4.0,37.2,62.8,30.0,507.0,487.0,78.0
Southern Berkshire: New Marlborough Central,07650018,Public School,Sheffield,MA,01257,"PK,K,01,02,03",Southern Berkshire,07650000,Public School District,       7,      15,      14,      14,      14,      17,       0,       0,       0,       0,       0,       0,       0,       0,       0,      81,       0,   0.0,       0,   0.0,       5,   6.2,      11,  13.6, , ,   0.0,   0.0,   1.2,  93.8,   0.0,   0.0,   4.9,  46.9,  53.1,      92,9.9,         85,6.3,100.0,      89,100.0,  12.8 to 1,"      $4,934,246","  $65,182",     75.7,11.0,      11, 100.0,-,-,-,-,"          $14,785,666.15",             752.1,"              $19,659.18","          $15,847,143.15",             909.3,"              $17,427.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Berkshire: South Egremont,07650030,Public School,Sheffield,MA,01257,K,Southern Berkshire,07650000,Public School District,       0,       3,       7,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      10,       0,   0.0,       0,   0.0,       0,   0.0,       1,  10.0, , ,   0.0,   0.0,  10.0,  80.0,   0.0,   0.0,  10.0,  50.0,  50.0,      21,5.1,         10,1.3,100.0,      19,100.0,   7.5 to 1,"      $4,934,246","  $65,182",     75.7,6.0,       6, 100.0,-,-,-,-,"          $14,785,666.15",             752.1,"              $19,659.18","          $15,847,143.15",             909.3,"              $17,427.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Berkshire: Undermountain,07650035,Public School,Sheffield,MA,01257,"PK,K,01,02,03,04,05",Southern Berkshire,07650000,Public School District,       8,      40,      49,      40,      50,      38,      45,      57,       0,       0,       0,       0,       0,       0,       0,     327,       8,   2.4,       5,   1.5,      68,  20.8,     121,  37.0, , ,   0.9,   0.0,   6.1,  86.5,   0.3,   0.0,   6.1,  52.6,  47.4,     223,16.1,        325,34.1,100.0,     215,100.0,   9.6 to 1,"      $4,934,246","  $65,182",     75.7,44.0,      44, 100.0,   9.1,  90.9,   0.0,   0.0,"          $14,785,666.15",             752.1,"              $19,659.18","          $15,847,143.15",             909.3,"              $17,427.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
Southern Worcester County Regional Vocational School District: Bay Path Regional Vocational Technical High School,08760605,Public School,Charlton,MA,01507,"09,10,11,12",Southern Worcester County Regional Vocational School District,08760000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     297,     300,     272,     235,       0,"   1,104",       4,   0.4,       3,   0.3,     223,  20.2,     520,  47.1, , ,   0.4,   0.5,   4.9,  93.9,   0.1,   0.0,   0.3,  61.3,  38.7,     946,13.9,"      1,106",112.1,98.2,     320,100.0,   9.9 to 1,"      $7,676,988","  $68,483",    112.1,117.0,     111,  94.9,   5.4,  89.2,   3.6,   1.8,"          $18,945,027.68","           1,067.0","              $17,755.41","          $19,090,841.68","           1,095.5","              $17,426.60",235.0,90.2,6.4,0.0,0.4,3.0,0.0,"   1,104",11.0,1.0,,,,,,,,,,,225.0,225.0,100.0,22.0,      27,17.0,5.0,0.0,0.0,0.0,6.0,11.0,6.0,2.0,2.0,63.0,37.0,85.0,463.0,477.0,50.0
Southwick-Tolland-Granville Regional School District: Powder Mill School,07660315,Public School,Southwick,MA,01077,"03,04,05,06",Southwick-Tolland-Granville Regional School District,07660000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $8,383,182","  $60,354",    138.9,,,,,,,,"          $20,300,017.34","           1,689.3","              $12,016.82","          $22,982,550.79","           1,803.4","              $12,744.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwick-Tolland-Granville Regional School District: Southwick Regional School,07660505,Public School,Southwick,MA,01077,"07,08,09,10,11,12",Southwick-Tolland-Granville Regional School District,07660000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     132,     165,     126,     118,       3,     544,      14,   2.6,       1,   0.2,      67,  12.3,     145,  26.7, , ,   3.5,   0.9,   2.6,  91.9,   0.2,   0.2,   0.7,  50.0,  50.0,     292,14.2,        541,46.2,100.0,     194,100.0,  11.8 to 1,"      $8,383,182","  $60,354",    138.9,58.0,      57,  98.3,   5.3,  86.0,   8.8,   0.0,"          $20,300,017.34","           1,689.3","              $12,016.82","          $22,982,550.79","           1,803.4","              $12,744.01",118.0,90.7,0.8,1.7,0.8,5.1,0.8,     541,9.0,1.7,,,,,,,,,,,108.0,64.0,59.3,60.0,      79,44.0,13.0,3.0,0.0,0.0,15.0,20.0,21.0,15.0,8.0,44.3,55.7,81.0,524.0,516.0,41.0
Southwick-Tolland-Granville Regional School District: Woodland School,07660010,Public School,Southwick,MA,01077,"PK,K,01,02",Southwick-Tolland-Granville Regional School District,07660000,Public School District,      51,      84,      97,      92,     105,     108,       0,       0,       0,       0,       0,       0,       0,       0,       0,     537,      17,   3.2,      15,   2.8,      77,  14.3,     202,  37.6, , ,   2.4,   0.7,   4.7,  90.9,   0.0,   0.0,   1.3,  49.0,  51.0,     249,18.5,        549,36.9,100.0,     194,100.0,  14.5 to 1,"      $8,383,182","  $60,354",    138.9,51.0,      50,  98.0,  18.0,  82.0,   0.0,   0.0,"          $20,300,017.34","           1,689.3","              $12,016.82","          $22,982,550.79","           1,803.4","              $12,744.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0
Spencer-E Brookfield: David Prouty High,07670505,Public School,Spencer,MA,01562,"09,10,11,12",Spencer-E Brookfield,07670000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     157,      98,     110,     103,       5,     473,       4,   0.8,       2,   0.4,      59,  12.5,     216,  45.7, , ,   0.8,   0.8,   6.1,  88.8,   0.0,   0.0,   3.4,  51.4,  48.6,     306,15.9,        461,32.7,100.0,     209,98.1,  14.5 to 1,"      $7,363,444","  $62,561",    117.7,39.0,NI,NI,NI,NI,NI,NI,"          $21,155,744.66","           1,813.8","              $11,663.77","          $24,933,607.42","           2,009.5","              $12,407.87",122.0,84.4,5.7,0.0,1.6,7.4,0.8,     468,16.0,3.4,,,,,,,,,,,106.0,101.0,95.3,32.0,      49,18.0,11.0,3.0,0.0,0.0,6.0,14.0,13.0,12.0,4.0,40.8,59.2,81.0,488.0,503.0,30.0
Spencer-E Brookfield: East Brookfield Elementary,07670008,Public School,East Brookfield,MA,01515,"PK,K,01,02,03,04,05,06",Spencer-E Brookfield,07670000,Public School District,       0,      33,      27,      28,      36,      28,      29,      21,       0,       0,       0,       0,       0,       0,       0,     202,       3,   1.5,       1,   0.5,      45,  22.3,      94,  46.5, , ,   1.0,   1.0,   8.4,  85.6,   0.0,   0.0,   4.0,  55.0,  45.0,      45,16.0,        179,16.0,96.9,      77,100.0,  12.6 to 1,"      $7,363,444","  $62,561",    117.7,19.0,NI,NI,NI,NI,NI,NI,"          $21,155,744.66","           1,813.8","              $11,663.77","          $24,933,607.42","           2,009.5","              $12,407.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
Spencer-E Brookfield: Knox Trail Middle School,07670415,Public School,Spencer,MA,01562,"05,06,07,08",Spencer-E Brookfield,07670000,Public School District,       0,       0,       0,       0,       0,       0,       0,     105,     147,     135,       0,       0,       0,       0,       0,     387,       3,   0.8,       2,   0.5,      64,  16.5,     182,  47.0, , ,   1.0,   0.8,   6.7,  88.1,   0.3,   0.0,   3.1,  53.2,  46.8,     162,19.7,        386,25.0,100.0,     144,100.0,  15.5 to 1,"      $7,363,444","  $62,561",    117.7,30.0,NI,NI,NI,NI,NI,NI,"          $21,155,744.66","           1,813.8","              $11,663.77","          $24,933,607.42","           2,009.5","              $12,407.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
Spencer-E Brookfield: Wire Village School,07670040,Public School,Spencer,MA,01562,"K,01,02,03,04",Spencer-E Brookfield,07670000,Public School District,       0,       0,       0,     132,     117,      97,     103,       0,       0,       0,       0,       0,       0,       0,       0,     449,       4,   0.9,       4,   0.9,      75,  16.7,     241,  53.7, , ,   0.9,   0.9,   7.3,  87.3,   0.0,   0.0,   3.6,  55.0,  45.0,      72,25.6,        429,26.0,100.0,     126,100.0,  17.3 to 1,"      $7,363,444","  $62,561",    117.7,32.0,NI,NI,NI,NI,NI,NI,"          $21,155,744.66","           1,813.8","              $11,663.77","          $24,933,607.42","           2,009.5","              $12,407.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
Springfield: Alfred G. Zanetti Montessori Magnet School,02810095,Public School,Springfield,MA,01104,"PK,K,01,02,03,04,05,06,07,08",Springfield,02810000,Public School District,      89,      47,      40,      38,      44,      43,      33,      22,      26,      31,       0,       0,       0,       0,       0,     413,      31,   7.5,      19,   4.6,      23,   5.6,     278,  67.3, , ,  25.7,   1.5,  46.0,  20.6,   0.0,   0.0,   6.3,  47.5,  52.5,     219,16.0,        409,35.5,100.0,     171,100.0,  11.6 to 1,"    $127,373,402","  $60,067","  2,120.5",38.0,      36,  94.7,  13.9,  77.8,   8.3,   0.0,"         $386,680,664.28","          25,248.9","              $15,314.75","         $438,936,335.08","          28,862.0","              $15,208.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0
Springfield: Alice B Beal Elementary,02810175,Public School,Springfield,MA,01108,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,       0,      29,      42,      31,      40,      40,      45,       0,       0,       0,       0,       0,       0,       0,       0,     227,      31,  13.7,      23,  10.1,      21,   9.3,     189,  83.3, , ,  13.7,   7.0,  43.6,  33.9,   0.0,   0.0,   1.8,  47.1,  52.9,     150,19.4,        234,21.0,100.0,     131,100.0,  10.8 to 1,"    $127,373,402","  $60,067","  2,120.5",25.0,      24,  96.0,  16.7,  83.3,   0.0,   0.0,"         $386,680,664.28","          25,248.9","              $15,314.75","         $438,936,335.08","          28,862.0","              $15,208.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
Springfield: Arthur T Talmadge,02810165,Public School,Springfield,MA,01118,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,       0,      55,      44,      52,      51,      50,      44,       0,       0,       0,       0,       0,       0,       0,       0,     296,      30,  10.1,      17,   5.7,      32,  10.8,     259,  87.5, , ,  35.8,   1.7,  40.2,  20.3,   0.3,   0.0,   1.7,  54.7,  45.3,     156,22.2,        299,23.4,95.8,     131,91.6,  12.7 to 1,"    $127,373,402","  $60,067","  2,120.5",26.0,      25,  96.2,   8.0,  88.0,   4.0,   0.0,"         $386,680,664.28","          25,248.9","              $15,314.75","         $438,936,335.08","          28,862.0","              $15,208.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
Springfield: Balliet Preschool,02810003,Public School,Springfield,MA,01109,PK,Springfield,02810000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $127,373,402","  $60,067","  2,120.5",,,,,,,,"         $386,680,664.28","          25,248.9","              $15,314.75","         $438,936,335.08","          28,862.0","              $15,208.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Brightwood,02810025,Public School,Springfield,MA,01107,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,       0,      60,      64,      60,      60,      60,      54,       0,       0,       0,       0,       0,       0,       0,       0,     358,     149,  41.6,     115,  32.1,      29,   8.1,     357,  99.7, , ,  14.5,   0.0,  83.8,   1.1,   0.3,   0.0,   0.3,  47.8,  52.2,     213,20.0,        364,34.6,100.0,     180,95.0,  10.4 to 1,"    $127,373,402","  $60,067","  2,120.5",38.0,      35,  92.1,  11.4,  80.0,   8.6,   0.0,"         $386,680,664.28","          25,248.9","              $15,314.75","         $438,936,335.08","          28,862.0","              $15,208.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
Springfield: Chestnut Accelerated Middle School (Talented and Gifted),02810367,Public School,Springfield,MA,01107,"06,07,08",Springfield,02810000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $127,373,402","  $60,067","  2,120.5",,,,,,,,"         $386,680,664.28","          25,248.9","              $15,314.75","         $438,936,335.08","          28,862.0","              $15,208.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Conservatory of the Arts,02810475,Public School,Springfield,MA,01105,"06,07,08,09,10,11,12",Springfield,02810000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $127,373,402","  $60,067","  2,120.5",,,,,,,,"         $386,680,664.28","          25,248.9","              $15,314.75","         $438,936,335.08","          28,862.0","              $15,208.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Daniel B Brunton,02810035,Public School,Springfield,MA,01128,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,      45,      72,      85,      96,      79,      67,      71,       0,       0,       0,       0,       0,       0,       0,       0,     515,     127,  24.7,     105,  20.4,      67,  13.0,     446,  86.6, , ,  16.5,   3.1,  56.3,  21.7,   0.0,   0.2,   2.1,  49.1,  50.9,     288,18.6,        519,40.7,97.5,     242,99.6,  12.6 to 1,"    $127,373,402","  $60,067","  2,120.5",43.0,      38,  88.4,   5.3,  89.5,   5.3,   0.0,"         $386,680,664.28","          25,248.9","              $15,314.75","         $438,936,335.08","          28,862.0","              $15,208.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
Springfield: Early Childhood Education Center,02810001,Public School,Springfield,MA,01109,"PK,K",Springfield,02810000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $127,373,402","  $60,067","  2,120.5",,,,,,,,"         $386,680,664.28","          25,248.9","              $15,314.75","         $438,936,335.08","          28,862.0","              $15,208.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Edward P. Boland School,02810010,Public School,Springfield,MA,01104,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,     198,      90,     105,     100,     105,     109,      83,       0,       0,       0,       0,       0,       0,       0,       0,     790,     280,  35.4,     175,  22.2,     194,  24.6,     752,  95.2, , ,  11.1,   1.4,  78.2,   8.0,   0.1,   0.0,   1.1,  52.9,  47.1,     421,18.7,        831,62.4,100.0,     385,100.0,  12.7 to 1,"    $127,373,402","  $60,067","  2,120.5",68.0,      65,  95.6,  12.3,  81.5,   3.1,   3.1,"         $386,680,664.28","          25,248.9","              $15,314.75","         $438,936,335.08","          28,862.0","              $15,208.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
Springfield: Elias Brookings,02810030,Public School,Springfield,MA,01105,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,      47,      42,      61,      51,      47,      46,      34,       0,       0,       0,       0,       0,       0,       0,       0,     328,      97,  29.6,      68,  20.7,      64,  19.5,     322,  98.2, , ,  21.0,   0.6,  71.6,   5.5,   0.0,   0.0,   1.2,  51.8,  48.2,     206,17.1,        344,33.5,100.0,     173,93.1,   9.8 to 1,"    $127,373,402","  $60,067","  2,120.5",38.0,      36,  94.7,   5.6,  91.7,   2.8,   0.0,"         $386,680,664.28","          25,248.9","              $15,314.75","         $438,936,335.08","          28,862.0","              $15,208.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
Springfield: Emergence Academy,02810318,Public School,Springfield,MA,01105,"06,07,08,09,10",Springfield,02810000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $127,373,402","  $60,067","  2,120.5",,,,,,,,"         $386,680,664.28","          25,248.9","              $15,314.75","         $438,936,335.08","          28,862.0","              $15,208.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Forest Park Middle,02810325,Public School,Springfield,MA,01108,"06,07,08",Springfield,02810000,Public School District,       0,       0,       0,       0,       0,       0,       0,     230,     242,     236,       0,       0,       0,       0,       0,     708,     236,  33.3,     163,  23.0,     144,  20.3,     674,  95.2, , ,  17.7,   7.9,  61.0,  11.2,   0.0,   0.0,   2.3,  53.0,  47.0,     318,15.9,        722,50.7,96.1,     279,96.8,  14.0 to 1,"    $127,373,402","  $60,067","  2,120.5",63.0,      55,  87.3,  14.5,  85.5,   0.0,   0.0,"         $386,680,664.28","          25,248.9","              $15,314.75","         $438,936,335.08","          28,862.0","              $15,208.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
