School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,School Percentile (1-99)
Rockport: Rockport High,02520510,Public School,Rockport,MA,01966,"09,10,11,12",Rockport,02520000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      69,      81,      63,      81,       0,     294,       4,1.4,       0,0.0,      49,16.7, , ,      79,26.9,      39,13.3,1.4,1.0,2.4,92.5,0.0,0.0,2.7,51.7,48.3,     192,12.0,        295,30.7,100.0,     148,98.0,9.6,"      $6,714,515","  $78,809",     85.0,      45,      45, 100.0,   4.4,  91.1,   4.4,   0.0,"          $16,325,712.00",             937.4,"              $17,415.95","          $18,289,943.00",             988.3,"              $18,506.47",        81,95.1,3.7,0.0,0.0,1.2,0.0,     294,1.0,0.3,79.0,64.0,81.0,0.0,31.6,15.2,34.2,12.7,3.8,11.4,65.80000000000001,79.0,79.0,100.0,      52,      87,30.0,12.0,7.0,3.0,0.0,10.0,37.0,27.0,9.0,4.0,54.0,46.0,87.0,578.0,554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
Rockport: Rockport Middle,02520305,Public School,Rockport,MA,01966,"06,07,08",Rockport,02520000,Public School District,       0,       0,       0,       0,       0,       0,       0,      73,      78,      76,       0,       0,       0,       0,       0,     227,       1,0.4,       0,0.0,      42,18.5, , ,      66,29.1,      37,16.3,0.9,1.3,0.9,92.1,0.0,0.0,4.8,52.0,48.0,     253,14.0,        238,24.8,100.0,     131,96.9,9.2,"      $6,714,515","  $78,809",     85.0,      40,      38,  95.0,   5.3,  92.1,   2.6,   0.0,"          $16,325,712.00",             937.4,"              $17,415.95","          $18,289,943.00",             988.3,"              $18,506.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         140,63.0,          19,9.0,         121,55.0,          75,34.0,           7,3.0,         222,504.1,38.0,         212,68.0,         112,51.0,          12,5.0,         100,45.0,          93,42.0,          16,7.0,         221,500.2,44.0,         210,53.0,
Rowe: Rowe Elementary,02530005,Public School,Rowe,MA,01367,"PK,K,01,02,03,04,05,06",Rowe,02530000,Public School District,      10,      12,       3,       8,       4,       6,      10,       6,       0,       0,       0,       0,       0,       0,       0,      59,       0,0.0,       0,0.0,      17,28.8, , ,      26,44.1,      11,18.6,0.0,0.0,3.4,91.5,0.0,0.0,5.1,45.8,54.2,      27,14.5,         66,7.0,100.0,      31,74.2,8.4,"        $613,254","  $87,608",      7.0,      13,      13, 100.0,  46.2,  53.8,   0.0,   0.0,"           $1,604,883.00",              59.8,"              $26,837.51","           $2,192,047.00",              94.7,"              $23,147.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          12,43.0,           1,4.0,          11,39.0,          15,54.0,           1,4.0,          28,495.8,38.0,          21,32.0,          14,50.0,           0,0.0,          14,50.0,          12,43.0,           2,7.0,          28,495.2,27.0,          21,32.0,
Roxbury Preparatory Charter (District): Roxbury Preparatory Charter School,04840505,Charter School,Roxbury,MA,02120,"05,06,07,08,09,10,11,12",Roxbury Preparatory Charter (District),04840000,Charter District,       0,       0,       0,       0,       0,       0,     244,     242,     246,     241,     224,     109,       0,       0,       0,"   1,306",     462,35.4,     293,22.4,     202,15.5, , ,     909,69.6,     732,56.0,56.4,0.8,40.7,0.7,0.1,0.2,1.1,50.0,50.0,     342,23.1,"      1,257",111.2,46.0,     277,87.0,11.7,,,,,,,,,,,"          $22,476,045.36","           1,290.3","              $17,418.89","          $22,476,045.36","           1,290.3","              $17,418.89",,,,,,,,     333,7.0,2.1,,,,,,,,,,,,,,,     196,     345,61.0,121.0,14.0,0.0,0.0,241.0,82.0,20.0,2.0,0.0,93.6,6.4,,,,         364,39.0,          38,4.0,         326,35.0,         479,51.0,         101,11.0,         944,494.1,52.0,         856,28.0,         439,46.0,          26,3.0,         413,43.0,         431,45.0,          85,9.0,         955,497.2,58.0,         858,42.0,
Salem: Bates,02580003,Public School,Salem,MA,01970,"PK,K,01,02,03,04,05",Salem,02580000,Public School District,       0,      60,      59,      60,      54,      48,      46,       0,       0,       0,       0,       0,       0,       0,       0,     327,      45,13.8,      18,5.5,      73,22.3, , ,     179,54.7,     148,45.3,8.3,1.2,27.5,56.3,0.0,0.0,6.7,49.2,50.8,     145,16.9,        339,25.0,100.0,     126,100.0,13.1,"     $32,111,216","  $85,470",    376.0,      42,      40,  95.2,   7.5,  90.0,   2.5,   0.0,"          $70,554,546.00","           3,785.4","              $18,638.60","          $86,290,977.00","           4,626.8","              $18,650.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          51,37.0,           9,6.0,          42,30.0,          65,47.0,          23,17.0,         139,491.6,55.0,          90,20.0,          69,50.0,          10,7.0,          59,42.0,          49,35.0,          21,15.0,         139,496.1,70.0,          90,36.0,
Salem: Bentley Academy Innovation School,02580010,Public School,Salem,MA,01970,"K,01,02,03,04,05",Salem,02580000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $32,111,216","  $85,470",    376.0,,,,,,,,"          $70,554,546.00","           3,785.4","              $18,638.60","          $86,290,977.00","           4,626.8","              $18,650.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem: Carlton,02580015,Public School,Salem,MA,01970,"K,01,02,03,04,05",Salem,02580000,Public School District,       0,      54,      33,      39,      43,      32,      38,       0,       0,       0,       0,       0,       0,       0,       0,     239,      42,17.6,      16,6.7,      52,21.8, , ,     135,56.5,     113,47.3,4.6,1.3,26.4,61.9,0.0,0.0,5.9,47.3,52.7,     108,17.4,        259,24.7,100.0,      95,100.0,9.7,"     $32,111,216","  $85,470",    376.0,      36,      35,  97.2,  14.3,  77.1,   8.6,   0.0,"          $70,554,546.00","           3,785.4","              $18,638.60","          $86,290,977.00","           4,626.8","              $18,650.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          47,45.0,          11,10.0,          36,34.0,          49,47.0,           9,9.0,         105,501.0,45.0,          59,57.0,          52,49.0,           3,3.0,          49,46.0,          41,39.0,          13,12.0,         106,498.8,37.0,          59,48.0,
Salem: Collins Middle,02580305,Public School,Salem,MA,01970,"06,07,08",Salem,02580000,Public School District,       0,       0,       0,       0,       0,       0,       0,     189,     172,     184,       0,       0,       0,       0,       0,     545,     131,24.0,      45,8.3,     116,21.3, , ,     323,59.3,     258,47.3,5.7,2.8,33.0,54.9,0.0,0.0,3.7,52.7,47.3,     236,17.9,        563,53.4,100.0,     211,100.0,10.2,"     $32,111,216","  $85,470",    376.0,      75,      73,  97.3,   4.1,  86.3,   9.6,   0.0,"          $70,554,546.00","           3,785.4","              $18,638.60","          $86,290,977.00","           4,626.8","              $18,650.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         210,42.0,          13,3.0,         197,39.0,         230,46.0,          64,13.0,         504,494.3,46.5,         486,28.0,         193,38.0,          28,6.0,         165,33.0,         246,49.0,          66,13.0,         505,495.2,49.0,         480,33.0,
Salem: Horace Mann Laboratory,02580030,Public School,Salem,MA,01970,"PK,K,01,02,03,04,05",Salem,02580000,Public School District,       0,      51,      40,      48,      62,      51,      35,       0,       0,       0,       0,       0,       0,       0,       0,     287,      62,21.6,      33,11.5,      34,11.8, , ,     180,62.7,     157,54.7,7.7,0.7,39.4,45.6,0.0,0.0,6.6,52.3,47.7,     133,17.4,        291,26.2,100.0,     111,100.0,11.0,"     $32,111,216","  $85,470",    376.0,      39,      38,  97.4,   0.0,  94.7,   2.6,   2.6,"          $70,554,546.00","           3,785.4","              $18,638.60","          $86,290,977.00","           4,626.8","              $18,650.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          52,38.0,           4,3.0,          48,35.0,          65,48.0,          19,14.0,         136,492.7,51.5,          76,23.0,          43,32.0,           1,1.0,          42,31.0,          62,46.0,          31,23.0,         136,488.6,53.0,          74,15.0,
Salem: New Liberty Innovation School,02580510,Public School,Salem,MA,01970,"09,10,11,12",Salem,02580000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       2,       7,       7,      25,       0,      41,      10,24.4,       5,12.2,      16,39.0, , ,      32,78.0,      26,63.4,7.3,0.0,36.6,56.1,0.0,0.0,0.0,41.5,58.5,      13,13.1,         46,4.6,100.0,      11,100.0,8.9,"     $32,111,216","  $85,470",    376.0,       9,       9, 100.0,-,-,-,-,"          $70,554,546.00","           3,785.4","              $18,638.60","          $86,290,977.00","           4,626.8","              $18,650.25",        17,5.9,64.7,0.0,0.0,29.4,0.0,      41,18.0,43.9,11.0,,,,,,,,,,,11.0,11.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem: Salem Early Childhood,02580001,Public School,Salem,MA,01970,"PK,K",Salem,02580000,Public School District,      92,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      92,       2,2.2,       0,0.0,      34,37.0, , ,      61,66.3,      43,46.7,13.0,1.1,29.3,45.7,0.0,0.0,10.9,51.1,48.9,      11,9.4,        103,8.0,100.0,      31,100.0,11.5,"     $32,111,216","  $85,470",    376.0,      12,      12, 100.0,-,-,-,-,"          $70,554,546.00","           3,785.4","              $18,638.60","          $86,290,977.00","           4,626.8","              $18,650.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem: Salem High,02580505,Public School,Salem,MA,01970,"09,10,11,12",Salem,02580000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     241,     241,     227,     217,       7,     933,     315,33.8,     127,13.6,     229,24.5, , ,     585,62.7,     424,45.4,7.7,2.3,43.0,43.0,0.2,0.0,3.9,51.8,48.2,     477,13.7,        936,104.9,95.4,     339,97.1,8.9,"     $32,111,216","  $85,470",    376.0,     139,     137,  98.6,   5.8,  83.9,  10.2,   0.0,"          $70,554,546.00","           3,785.4","              $18,638.60","          $86,290,977.00","           4,626.8","              $18,650.25",       233,87.6,3.4,2.1,0.4,6.4,0.0,     926,20.0,2.2,212.0,145.0,68.4,0.0,16.5,24.1,27.8,23.1,17.5,4.7,44.3,212.0,199.0,93.9,     178,     342,86.0,48.0,21.0,18.0,5.0,113.0,83.0,72.0,51.0,23.0,57.3,42.7,195.0,523.0,522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0
Salem: Salem Prep High School,02580515,Public School,Salem,MA,01970,"08,09,10,11,12",Salem,02580000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       2,       2,       2,       2,       5,       0,      13,       3,23.1,       0,0.0,      12,92.3, , ,      12,92.3,       8,61.5,7.7,0.0,38.5,53.8,0.0,0.0,0.0,61.5,38.5,     138,4.6,         30,5.4,100.0,     137,94.2,2.4,"     $32,111,216","  $85,470",    376.0,       9,       9, 100.0,  11.1,  77.8,  11.1,   0.0,"          $70,554,546.00","           3,785.4","              $18,638.60","          $86,290,977.00","           4,626.8","              $18,650.25",         6,100.0,0.0,0.0,0.0,0.0,0.0,      11,3.0,27.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem: Saltonstall School,02580050,Public School,Salem,MA,01970,"K,01,02,03,04,05,06,07,08",Salem,02580000,Public School District,       0,      40,      42,      36,      48,      39,      50,      38,      42,      37,       0,       0,       0,       0,       0,     372,      96,25.8,      36,9.7,      58,15.6, , ,     168,45.2,     125,33.6,3.5,2.4,30.4,56.7,0.0,0.0,7.0,47.8,52.2,     258,11.2,        383,34.9,97.1,     231,98.3,10.7,"     $32,111,216","  $85,470",    376.0,      50,      47,  94.0,   0.0,  91.5,   8.5,   0.0,"          $70,554,546.00","           3,785.4","              $18,638.60","          $86,290,977.00","           4,626.8","              $18,650.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         133,54.0,          23,9.0,         110,44.0,          88,35.0,          27,11.0,         248,500.8,63.5,         198,56.0,          93,38.0,           7,3.0,          86,35.0,         118,48.0,          36,15.0,         247,494.2,39.0,         195,29.0,
Salem: Witchcraft Heights,02580070,Public School,Salem,MA,01970,"K,01,02,03,04,05",Salem,02580000,Public School District,       0,      73,      67,      85,      87,      87,      80,       0,       0,       0,       0,       0,       0,       0,       0,     479,      97,20.3,      34,7.1,      90,18.8, , ,     232,48.4,     174,36.3,5.8,5.2,24.6,60.5,0.0,0.2,3.5,54.9,45.1,     194,18.1,        485,38.0,100.0,     174,100.0,12.6,"     $32,111,216","  $85,470",    376.0,      55,      53,  96.4,   0.0,  98.1,   1.9,   0.0,"          $70,554,546.00","           3,785.4","              $18,638.60","          $86,290,977.00","           4,626.8","              $18,650.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         110,45.0,          16,7.0,          94,39.0,         112,46.0,          22,9.0,         244,497.9,51.0,         152,42.0,         108,44.0,           9,4.0,          99,40.0,         116,47.0,          22,9.0,         246,497.2,37.0,         154,41.0,
Salem Academy Charter (District): Salem Academy Charter School,04850485,Charter School,Salem,MA,01970,"06,07,08,09,10,11,12",Salem Academy Charter (District),04850000,Charter District,       0,       0,       0,       0,       0,       0,       0,      72,      72,      72,      82,      60,      40,      44,       0,     442,      78,17.6,      45,10.2,       0,0.0, , ,     159,36.0,     141,31.9,8.8,5.4,36.7,47.3,0.0,0.0,1.8,45.5,54.5,     233,18.5,        438,43.1,75.1,     147,100.0,10.3,,,,,,,,,,,"           $6,934,546.62",             439.5,"              $15,776.99","           $6,934,546.62",             439.5,"              $15,776.99",        39,92.3,7.7,0.0,0.0,0.0,0.0,     226,12.0,5.3,41.0,38.0,92.7,0.0,29.3,17.1,46.3,17.1,22.0,19.5,75.6,41.0,40.0,97.6,      55,     113,24.0,12.0,11.0,8.0,0.0,50.0,21.0,25.0,11.0,6.0,62.8,37.2,68.0,528.0,509.0,         127,59.0,          21,10.0,         106,49.0,          78,36.0,          11,5.0,         216,504.5,70.0,         213,70.0,         126,59.0,          24,11.0,         102,47.0,          75,35.0,          14,7.0,         215,503.7,57.5,         212,69.0,
Sandwich: Forestdale School,02610002,Public School,Sandwich,MA,02644,"PK,K,01,02",Sandwich,02610000,Public School District,      71,     176,     216,     181,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     644,      15,2.3,      15,2.3,      92,14.3, , ,     210,32.6,     144,22.4,1.2,2.6,4.3,90.7,0.2,0.2,0.8,50.3,49.7,     267,19.7,        655,55.7,99.5,     238,100.0,11.6,"     $16,730,756","  $77,781",    215.0,      66,      66, 100.0,  27.3,  72.7,   0.0,   0.0,"          $42,575,199.00","           2,724.2","              $15,628.51","          $49,291,007.00","           3,038.2","              $16,223.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandwich: Oak Ridge,02610025,Public School,East Sandwich,MA,02537,"03,04,05,06",Sandwich,02610000,Public School District,       0,       0,       0,       0,     211,     218,     238,     236,       0,       0,       0,       0,       0,       0,       0,     903,       7,0.8,       6,0.7,     154,17.1, , ,     272,30.1,     152,16.8,1.2,1.8,1.8,93.8,0.8,0.0,0.7,49.1,50.9,     511,19.7,        894,63.4,100.0,     381,95.5,14.2,"     $16,730,756","  $77,781",    215.0,      81,      81, 100.0,  11.1,  84.0,   4.9,   0.0,"          $42,575,199.00","           2,724.2","              $15,628.51","          $49,291,007.00","           3,038.2","              $16,223.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         404,46.0,          40,5.0,         364,41.0,         399,45.0,          84,9.0,         887,497.8,50.0,         651,41.0,         483,55.0,          59,7.0,         424,48.0,         333,38.0,          69,8.0,         885,501.0,61.0,         654,57.0,
Sandwich: Sandwich Middle High School,02610505,Public School,East Sandwich,MA,02537,"07,08,09,10,11,12",Sandwich,02610000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     176,     175,     171,     187,       0,     709,       7,1.0,       4,0.6,     101,14.2, , ,     149,21.0,      69,9.7,1.1,2.3,1.4,94.9,0.1,0.0,0.1,51.9,48.1,     468,15.2,        709,61.3,97.3,     250,98.0,11.6,"     $16,730,756","  $77,781",    215.0,      90,      89,  98.9,  34.8,  61.8,   3.4,   0.0,"          $42,575,199.00","           2,724.2","              $15,628.51","          $49,291,007.00","           3,038.2","              $16,223.75",       186,96.8,1.1,0.0,0.5,1.6,0.0,     709,2.0,0.3,183.0,150.0,82.0,0.0,35.0,14.8,32.2,14.8,11.5,6.6,67.2,183.0,183.0,100.0,     215,     304,133.0,75.0,7.0,0.0,0.0,69.0,90.0,78.0,49.0,18.0,52.3,47.7,216.0,568.0,557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
Saugus: Belmonte STEAM Academy,02620060,Public School,Saugus,MA,01906,"02,03,04,05",Saugus,02620000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $15,173,012","  $73,300",    207.0,,,,,,,,"          $40,323,761.00","           2,626.9","              $15,350.32","          $45,191,354.00","           2,856.5","              $15,820.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saugus: Saugus High,02620505,Public School,Saugus,MA,01906,"09,10,11,12",Saugus,02620000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     156,     176,     144,     196,       6,     678,      87,12.8,      15,2.2,      87,12.8, , ,     239,35.3,     174,25.7,5.5,5.9,12.4,75.4,0.4,0.0,0.4,50.3,49.7,     387,15.2,        691,53.7,100.0,     262,100.0,12.6,"     $15,173,012","  $73,300",    207.0,      66,      64,  97.0,   3.1,  96.9,   0.0,   0.0,"          $40,323,761.00","           2,626.9","              $15,350.32","          $45,191,354.00","           2,856.5","              $15,820.53",       210,89.5,3.8,0.0,1.0,5.7,0.0,     672,11.0,1.6,192.0,149.0,77.6,0.5,27.6,12.5,37.0,11.5,17.7,10.4,64.6,192.0,190.0,99.0,     186,     369,75.0,61.0,33.0,13.0,4.0,123.0,122.0,70.0,38.0,16.0,66.4,33.6,224.0,526.0,507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
Saugus: Saugus Middle School,02620305,Public School,Saugus,MA,01906,"06,07,08",Saugus,02620000,Public School District,       0,       0,       0,       0,       0,       0,       0,     210,     222,     220,       0,       0,       0,       0,       0,     652,      92,14.1,      14,2.1,      97,14.9, , ,     241,37.0,     157,24.1,4.8,3.2,13.7,76.4,0.5,0.2,1.4,51.5,48.5,     437,17.6,        673,57.1,100.0,     276,99.6,11.4,"     $15,173,012","  $73,300",    207.0,      65,      64,  98.5,   4.7,  92.2,   3.1,   0.0,"          $40,323,761.00","           2,626.9","              $15,350.32","          $45,191,354.00","           2,856.5","              $15,820.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         261,41.0,          14,2.0,         247,39.0,         306,48.0,          67,11.0,         634,495.3,46.0,         610,32.0,         284,45.0,          26,4.0,         258,41.0,         299,47.0,          51,8.0,         634,498.0,50.0,         612,44.0,
Saugus: Veterans Early Learning Center,02620065,Public School,Saugus,MA,01906,"PK,K,01",Saugus,02620000,Public School District,       0,      88,      77,      68,      90,      83,     102,       0,       0,       0,       0,       0,       0,       0,       0,     508,      76,15.0,      28,5.5,      87,17.1, , ,     217,42.7,     136,26.8,3.7,4.1,18.7,71.9,0.2,0.0,1.4,52.8,47.2,     252,16.5,        526,41.1,100.0,     266,100.0,12.4,"     $15,173,012","  $73,300",    207.0,      50,      48,  96.0,  10.4,  87.5,   2.1,   0.0,"          $40,323,761.00","           2,626.9","              $15,350.32","          $45,191,354.00","           2,856.5","              $15,820.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         123,47.0,           9,3.0,         114,43.0,         105,40.0,          35,13.0,         263,498.9,46.0,         163,46.0,         115,44.0,          12,5.0,         103,39.0,         114,44.0,          33,13.0,         262,498.3,55.0,         163,46.0,
Savoy: Emma L Miller Elementary School,02630010,Public School,Savoy,MA,01256,"PK,K,01,02,03,04,05,06",Savoy,02630000,Public School District,      13,       9,       3,       9,       8,       4,       3,       0,       0,       0,       0,       0,       0,       0,       0,      49,       0,0.0,       0,0.0,       9,18.4, , ,      30,61.2,      24,49.0,2.0,0.0,4.1,93.9,0.0,0.0,0.0,46.9,53.1,      37,7.2,         52,4.7,100.0,      23,100.0,10.5,"        $216,529","  $46,070",      5.0,       8,       8, 100.0,-,-,-,-,"             $778,233.00",              47.3,"              $16,453.13","           $1,114,805.00",              79.8,"              $13,969.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,           5,33.0,           1,7.0,           4,27.0,           9,60.0,           1,7.0,          15,494.9,,           7,30.0,           3,20.0,           0,0.0,           3,20.0,          10,67.0,           2,13.0,          15,488.1,,           7,14.0,
Scituate: Cushing Elementary,02640007,Public School,Scituate,MA,02066,"K,01,02,03,04,05",Scituate,02640000,Public School District,       0,      40,      51,      47,      54,      51,      71,      49,       0,       0,       0,       0,       0,       0,       0,     363,       4,1.1,       4,1.1,      34,9.4, , ,      61,16.8,      27,7.4,2.2,1.1,0.8,94.8,0.3,0.0,0.8,54.8,45.2,     158,18.1,        362,32.2,100.0,     138,100.0,11.3,"     $21,393,011","  $86,646",    247.0,      38,      38, 100.0,  13.2,  86.8,   0.0,   0.0,"          $43,578,406.00","           3,001.0","              $14,521.29","          $46,755,808.00","           3,058.6","              $15,286.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         175,78.0,          35,16.0,         140,63.0,          46,21.0,           2,1.0,         223,512.6,67.0,         163,95.0,         143,64.0,          29,13.0,         114,51.0,          75,33.0,           6,3.0,         224,507.2,55.0,         164,81.0,
Scituate: Gates Middle School,02640305,Public School,Scituate,MA,02066,"06,07,08",Scituate,02640000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     261,     260,       0,       0,       0,       0,       0,     521,      10,1.9,       4,0.8,      75,14.4, , ,     107,20.5,      46,8.8,3.5,1.7,0.4,93.3,0.0,0.0,1.2,48.6,51.4,     418,19.7,        522,47.8,100.0,     191,100.0,10.9,"     $21,393,011","  $86,646",    247.0,      54,      51,  94.4,   5.9,  88.2,   5.9,   0.0,"          $43,578,406.00","           3,001.0","              $14,521.29","          $46,755,808.00","           3,058.6","              $15,286.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         328,65.0,          22,4.0,         306,60.0,         163,32.0,          17,3.0,         508,504.7,49.0,         477,71.0,         271,53.0,          41,8.0,         230,45.0,         218,42.0,          25,5.0,         514,502.2,39.0,         483,63.0,
Scituate: Hatherly Elementary,02640010,Public School,Scituate,MA,02066,"K,01,02,03,04,05",Scituate,02640000,Public School District,       0,      36,      47,      50,      50,      50,      41,      39,       0,       0,       0,       0,       0,       0,       0,     313,       6,1.9,       3,1.0,      50,16.0, , ,      62,19.8,      14,4.5,2.6,1.3,1.0,93.9,0.0,0.0,1.3,52.1,47.9,     136,18.5,        315,29.1,100.0,     119,93.3,10.7,"     $21,393,011","  $86,646",    247.0,      38,      36,  94.7,  50.0,  47.2,   2.8,   0.0,"          $43,578,406.00","           3,001.0","              $14,521.29","          $46,755,808.00","           3,058.6","              $15,286.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         135,76.0,          35,20.0,         100,56.0,          31,18.0,          11,6.0,         177,513.9,65.0,         113,96.0,         124,70.0,          21,12.0,         103,58.0,          39,22.0,          14,8.0,         177,509.9,71.0,         113,88.0,
Scituate: Jenkins Elementary School,02640015,Public School,Scituate,MA,02066,"K,01,02,03,04,05",Scituate,02640000,Public School District,       0,      57,      49,      56,      57,      76,      73,      95,       0,       0,       0,       0,       0,       0,       0,     463,       4,0.9,       2,0.4,      56,12.1, , ,     112,24.2,      68,14.7,2.2,0.9,1.1,94.2,0.0,0.0,1.7,49.2,50.8,     190,19.2,        465,36.7,100.0,     166,100.0,12.6,"     $21,393,011","  $86,646",    247.0,      50,      49,  98.0,  16.3,  81.6,   2.0,   0.0,"          $43,578,406.00","           3,001.0","              $14,521.29","          $46,755,808.00","           3,058.6","              $15,286.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         198,68.0,          26,9.0,         172,59.0,          88,30.0,           6,2.0,         292,507.2,54.5,         230,81.0,         202,69.0,          21,7.0,         181,62.0,          81,28.0,           8,3.0,         291,506.8,56.0,         229,80.0,
