School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Waltham: John F Kennedy Middle,03080404,Public School,Waltham,MA,02452,"06,07,08",Waltham,03080000,Public School District,       0,       0,       0,       0,       0,       0,       0,     155,     180,     178,       0,       0,       0,       0,       0,     513,     179,  34.9,      62,  12.1,      94,  18.3,     224,  43.7,     119,  23.2,  11.7,   4.7,  27.7,  54.0,   0.0,   0.0,   1.9,  51.3,  48.7,     387,14.9,        546,49.2,100.0,     294,100.0,  10.4 to 1,"     $36,867,482","  $76,597",    481.0,69.0,69.0,100.0,  13.0,  82.6,   4.3,   0.0,"         $103,862,040.00","           5,368.3","              $19,347.29","         $112,808,284.00","           5,572.9","              $20,242.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0
Waltham: John W. McDevitt Middle School,03080415,Public School,Waltham,MA,02453,"06,07,08",Waltham,03080000,Public School District,       0,       0,       0,       0,       0,       0,       0,     197,     198,     196,       0,       0,       0,       0,       0,     591,     241,  40.8,      14,   2.4,     146,  24.7,     284,  48.1,     159,  26.9,   9.0,   3.2,  39.4,  45.5,   0.2,   0.0,   2.7,  54.1,  45.9,     378,17.6,        603,49.6,100.0,     263,100.0,  11.9 to 1,"     $36,867,482","  $76,597",    481.0,70.0,70.0,100.0,  18.6,  74.3,   7.1,   0.0,"         $103,862,040.00","           5,368.3","              $19,347.29","         $112,808,284.00","           5,572.9","              $20,242.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0
Waltham: Northeast Elementary School,03080040,Public School,Waltham,MA,02452,"PK,K,01,02,03,04,05",Waltham,03080000,Public School District,     104,      85,      79,      64,      58,      65,      58,       0,       0,       0,       0,       0,       0,       0,       0,     513,     171,  33.3,      76,  14.8,     111,  21.6,     224,  43.7,     103,  20.1,   8.2,   7.6,  19.7,  61.8,   0.2,   0.0,   2.5,  55.4,  44.6,     255,17.1,        570,42.1,100.0,     210,100.0,  12.2 to 1,"     $36,867,482","  $76,597",    481.0,62.0,60.0,96.8,   8.3,  85.0,   6.7,   0.0,"         $103,862,040.00","           5,368.3","              $19,347.29","         $112,808,284.00","           5,572.9","              $20,242.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
Waltham: Thomas R Plympton Elementary School,03080050,Public School,Waltham,MA,02451,"K,01,02,03,04,05",Waltham,03080000,Public School District,       0,      78,      71,      79,      65,      73,      65,       0,       0,       0,       0,       0,       0,       0,       0,     431,     213,  49.4,     131,  30.4,      61,  14.2,     244,  56.6,     136,  31.6,  14.8,   3.5,  39.4,  39.4,   0.0,   0.0,   2.8,  55.0,  45.0,     270,17.2,        462,32.4,100.0,     204,100.0,  13.3 to 1,"     $36,867,482","  $76,597",    481.0,53.0,53.0,100.0,   5.7,  94.3,   0.0,   0.0,"         $103,862,040.00","           5,368.3","              $19,347.29","         $112,808,284.00","           5,572.9","              $20,242.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
Waltham: Waltham Public Schools Dual Language Program,03080001,Public School,Waltham,MA,02453,"K,01,02,03,04,05",Waltham,03080000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $36,867,482","  $76,597",    481.0,,,,,,,,"         $103,862,040.00","           5,368.3","              $19,347.29","         $112,808,284.00","           5,572.9","              $20,242.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waltham: Waltham Sr High,03080505,Public School,Waltham,MA,02452,"09,10,11,12",Waltham,03080000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     369,     397,     381,     326,       1,"   1,474",     618,  41.9,     183,  12.4,     245,  16.6,     638,  43.3,     288,  19.5,  11.2,   6.0,  35.5,  44.2,   0.1,   0.3,   2.6,  51.6,  48.4,     721,17.1,"      1,502",128.5,100.0,     500,100.0,  11.5 to 1,"     $36,867,482","  $76,597",    481.0,159.0,155.0,97.5,  11.0,  84.5,   4.5,   0.0,"         $103,862,040.00","           5,368.3","              $19,347.29","         $112,808,284.00","           5,572.9","              $20,242.29",       349,85.7,6.0,2.3,0.6,5.4,0.0,"   1,473",27.0,1.8,305.0,219.0,71.8,0.0,44.7,16.0,39.3,14.6,15.5,17.8,305.0,269.0,88.2,     225,     441,91.0,75.0,42.0,12.0,5.0,49.0,75.0,118.0,118.0,81.0,28.1,71.9,232.0,473.0,500.0,31.0
Waltham: William F. Stanley Elementary School,03080005,Public School,Waltham,MA,02453,"PK,K,01,02,03,04,05",Waltham,03080000,Public School District,      59,      99,      71,      76,      87,      82,      60,       0,       0,       0,       0,       0,       0,       0,       0,     534,     272,  50.9,     141,  26.4,     130,  24.3,     305,  57.1,     128,  24.0,   6.6,   6.9,  47.9,  36.0,   0.0,   0.0,   2.6,  52.8,  47.2,     305,16.2,        534,44.0,100.0,     237,100.0,  12.1 to 1,"     $36,867,482","  $76,597",    481.0,68.0,66.0,97.1,  10.6,  84.8,   4.5,   0.0,"         $103,862,040.00","           5,368.3","              $19,347.29","         $112,808,284.00","           5,572.9","              $20,242.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
Ware: Stanley M Koziol Elementary School,03090020,Public School,Ware,MA,01082,"PK,K,01,02,03",Ware,03090000,Public School District,      54,      89,      89,      98,     119,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     449,       6,   1.3,       5,   1.1,      60,  13.4,     241,  53.7,     212,  47.2,   0.7,   0.2,   3.6,  91.3,   0.0,   0.0,   4.2,  55.5,  44.5,      86,19.3,        461,31.5,100.0,     146,100.0,  14.3 to 1,"      $5,539,431","  $60,474",     92.0,37.0,37.0,100.0,  10.8,  83.8,   5.4,   0.0,"          $16,649,644.00","           1,248.0","              $13,341.06","          $18,924,398.00","           1,452.3","              $13,030.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ware: Ware Junior/Senior High School,03090505,Public School,Ware,MA,01082,"07,08,09,10,11,12",Ware,03090000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     111,     101,      87,      66,      71,      55,       5,     496,       9,   1.8,       3,   0.6,      85,  17.1,     244,  49.2,     203,  40.9,   2.0,   1.2,   7.9,  86.3,   0.0,   0.4,   2.2,  51.6,  48.4,     217,18.8,        512,38.8,97.4,     173,90.8,  12.8 to 1,"      $5,539,431","  $60,474",     92.0,47.0,44.0,93.6,  13.6,  79.5,   6.8,   0.0,"          $16,649,644.00","           1,248.0","              $13,341.06","          $18,924,398.00","           1,452.3","              $13,030.64",        68,76.5,2.9,0.0,4.4,16.2,0.0,     279,13.0,4.7,55.0,33.0,60.0,0.0,30.3,42.4,27.3,36.4,12.1,12.1,55.0,55.0,100.0,      31,      40,22.0,9.0,0.0,0.0,0.0,1.0,15.0,13.0,8.0,3.0,40.0,60.0,30.0,482.0,487.0,13.0
Ware: Ware Middle School,03090305,Public School,Ware,MA,01082,"04,05,06",Ware,03090000,Public School District,       0,       0,       0,       0,       0,     118,     105,     101,       0,       0,       0,       0,       0,       0,       0,     324,       7,   2.2,       4,   1.2,      44,  13.6,     166,  51.2,     143,  44.1,   2.5,   0.6,   5.6,  86.7,   0.3,   0.3,   4.0,  48.5,  51.5,      97,26.7,        332,21.3,100.0,      83,100.0,  15.2 to 1,"      $5,539,431","  $60,474",     92.0,26.0,25.0,96.2,   8.0,  88.0,   4.0,   0.0,"          $16,649,644.00","           1,248.0","              $13,341.06","          $18,924,398.00","           1,452.3","              $13,030.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
Wareham: Wareham Cooperative Alternative School,03100315,Public School,Wareham,MA,02571,"09,10,11,12",Wareham,03100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       4,       9,      13,      10,      13,       0,      49,       0,   0.0,       0,   0.0,      14,  28.6,      29,  59.2,      21,  42.9,  14.3,   0.0,  10.2,  65.3,   0.0,   0.0,  10.2,  63.3,  36.7,      47,5.9,         69,5.2,78.1,      35,40.0,   9.4 to 1,"     $13,483,291","  $67,721",    199.0,11.0,6.0,54.5,  83.3,  16.7,   0.0,   0.0,"          $36,553,230.00","           2,500.2","              $14,620.12","          $41,627,792.00","           2,797.0","              $14,883.01",        39,33.3,23.1,5.1,0.0,38.5,0.0,      45,30.0,66.7,19.0,2.0,10.5,0.0,0.0,100.0,0.0,100.0,0.0,0.0,19.0,1.0,5.3,,,,,,,,,,,,,,,,,,
Wareham: Wareham Elementary School,03100017,Public School,Wareham,MA,02571,"PK,K,01,02,03,04",Wareham,03100000,Public School District,      68,       0,       0,       0,     202,     201,       0,       0,       0,       0,       0,       0,       0,       0,       0,     471,      11,   2.3,       9,   1.9,     136,  28.9,     300,  63.7,     233,  49.5,   7.9,   1.3,   6.8,  74.3,   0.8,   0.0,   8.9,  53.3,  46.7,     238,16.3,        505,34.2,100.0,     156,100.0,  13.8 to 1,"     $13,483,291","  $67,721",    199.0,44.0,43.0,97.7,  11.6,  86.0,   2.3,   0.0,"          $36,553,230.00","           2,500.2","              $14,620.12","          $41,627,792.00","           2,797.0","              $14,883.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0
Wareham: Wareham Middle,03100305,Public School,Wareham,MA,02571,"05,06,07",Wareham,03100000,Public School District,       0,       0,       0,       0,       0,       0,     204,     196,     186,     207,       0,       0,       0,       0,       0,     793,       7,   0.9,       4,   0.5,     171,  21.6,     398,  50.2,     307,  38.7,   6.9,   0.6,   5.3,  76.8,   1.4,   0.0,   9.0,  50.9,  49.1,     713,17.0,        813,57.0,100.0,     269,100.0,  13.9 to 1,"     $13,483,291","  $67,721",    199.0,68.0,66.0,97.1,  12.1,  77.3,   7.6,   3.0,"          $36,553,230.00","           2,500.2","              $14,620.12","          $41,627,792.00","           2,797.0","              $14,883.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
Wareham: Wareham Senior High,03100505,Public School,Wareham,MA,02571,"08,09,10,11,12",Wareham,03100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     141,     139,     122,     133,       8,     543,       7,   1.3,       4,   0.7,     117,  21.5,     267,  49.2,     196,  36.1,   8.5,   1.8,   8.3,  70.0,   0.7,   0.0,  10.7,  51.7,  48.3,     434,12.0,        570,54.4,99.1,     312,100.0,  10.0 to 1,"     $13,483,291","  $67,721",    199.0,71.0,67.0,94.4,  40.3,  58.2,   1.5,   0.0,"          $36,553,230.00","           2,500.2","              $14,620.12","          $41,627,792.00","           2,797.0","              $14,883.01",       130,92.3,2.3,0.8,0.0,4.6,0.0,     535,16.0,3.0,122.0,73.0,59.8,0.0,32.9,17.8,47.9,17.8,27.4,16.4,122.0,119.0,97.5,      83,     142,39.0,30.0,13.0,1.0,0.0,52.0,41.0,36.0,10.0,3.0,65.5,34.5,77.0,479.0,483.0,18.0
Watertown: Cunniff,03140015,Public School,Watertown,MA,02472,"K,01,02,03,04,05",Watertown,03140000,Public School District,       2,      24,      53,      49,      43,      50,      56,       0,       0,       0,       0,       0,       0,       0,       0,     277,      83,  30.0,      34,  12.3,      51,  18.4,     109,  39.4,      51,  18.4,   6.5,   5.8,  15.2,  67.5,   0.0,   0.4,   4.7,  52.0,  48.0,      68,19.6,        313,29.3,96.6,     111,100.0,   9.5 to 1,"     $19,382,092","  $78,217",    248.0,34.0,25.0,73.5,  24.0,  76.0,   0.0,   0.0,"          $50,682,915.00","           2,612.8","              $19,397.93","          $57,326,155.00","           2,766.7","              $20,720.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
Watertown: Hosmer,03140020,Public School,Watertown,MA,02472,"PK,K,01,02,03,04,05",Watertown,03140000,Public School District,     113,      68,      98,      94,      97,      85,      72,       0,       0,       0,       0,       0,       0,       0,       0,     627,     208,  33.2,      95,  15.2,     135,  21.5,     294,  46.9,     147,  23.4,   2.6,   8.6,  13.4,  67.6,   0.6,   0.0,   7.2,  50.7,  49.3,     141,17.1,        698,54.8,100.0,     227,100.0,  11.5 to 1,"     $19,382,092","  $78,217",    248.0,68.0,46.0,67.6,   6.5,  93.5,   0.0,   0.0,"          $50,682,915.00","           2,612.8","              $19,397.93","          $57,326,155.00","           2,766.7","              $20,720.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
Watertown: James Russell Lowell,03140025,Public School,Watertown,MA,02472,"K,01,02,03,04,05",Watertown,03140000,Public School District,      16,      67,      81,      62,      63,      53,      65,       0,       0,       0,       0,       0,       0,       0,       0,     407,     114,  28.0,      44,  10.8,      70,  17.2,     152,  37.3,      78,  19.2,   2.2,   9.8,  11.5,  69.5,   0.2,   0.0,   6.6,  49.9,  50.1,      83,21.4,        426,36.4,97.0,     152,96.7,  11.2 to 1,"     $19,382,092","  $78,217",    248.0,45.0,16.0,35.6,  18.8,  81.3,   0.0,   0.0,"          $50,682,915.00","           2,612.8","              $19,397.93","          $57,326,155.00","           2,766.7","              $20,720.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
Watertown: Watertown High,03140505,Public School,Watertown,MA,02472,"09,10,11,12",Watertown,03140000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     180,     167,     179,     174,       0,     700,     254,  36.3,      43,   6.1,     141,  20.1,     297,  42.4,     155,  22.1,   3.3,   7.1,  12.7,  73.9,   0.4,   0.3,   2.3,  50.7,  49.3,     428,13.7,        713,69.7,98.4,     327,99.1,  10.0 to 1,"     $19,382,092","  $78,217",    248.0,90.0,57.0,63.3,   3.5,  96.5,   0.0,   0.0,"          $50,682,915.00","           2,612.8","              $19,397.93","          $57,326,155.00","           2,766.7","              $20,720.05",       182,87.9,4.4,0.5,0.0,7.1,0.0,     700,10.0,1.4,163.0,138.0,84.7,0.7,44.2,19.6,35.5,19.6,8.7,17.4,163.0,97.0,59.5,     108,     208,49.0,35.0,13.0,8.0,3.0,12.0,29.0,65.0,57.0,45.0,19.7,80.3,141.0,503.0,534.0,43.0
Watertown: Watertown Middle,03140305,Public School,Watertown,MA,02472,"06,07,08",Watertown,03140000,Public School District,       0,       0,       0,       0,       0,       0,       0,     164,     211,     168,       0,       0,       0,       0,       0,     543,     186,  34.3,      35,   6.4,     135,  24.9,     245,  45.1,     129,  23.8,   3.7,   8.8,  13.3,  68.5,   1.1,   0.0,   4.6,  49.5,  50.5,     358,16.7,        562,53.7,98.1,     191,96.9,  10.1 to 1,"     $19,382,092","  $78,217",    248.0,65.0,49.0,75.4,   6.1,  93.9,   0.0,   0.0,"          $50,682,915.00","           2,612.8","              $19,397.93","          $57,326,155.00","           2,766.7","              $20,720.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0
Wayland: Claypit Hill School,03150005,Public School,Wayland,MA,01778,"K,01,02,03,04,05",Wayland,03150000,Public School District,       0,      74,      79,      83,      98,      96,      91,       0,       0,       0,       0,       0,       0,       0,       0,     521,      22,   4.2,      12,   2.3,      84,  16.1,     107,  20.5,      20,   3.8,   5.8,  10.0,   4.6,  73.9,   0.0,   0.2,   5.6,  48.9,  51.1,     128,22.1,        522,38.4,100.0,     174,100.0,  13.6 to 1,"     $19,347,813","  $93,108",    208.0,52.0,52.0,100.0,  21.2,  76.9,   0.0,   1.9,"          $45,170,762.00","           2,665.2","              $16,948.36","          $48,217,581.00","           2,722.2","              $17,712.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0
Wayland: Happy Hollow School,03150015,Public School,Wayland,MA,01778,"K,01,02,03,04,05",Wayland,03150000,Public School District,       0,      57,      64,      57,      73,      71,      69,       0,       0,       0,       0,       0,       0,       0,       0,     391,      32,   8.2,      10,   2.6,      66,  16.9,      89,  22.8,      22,   5.6,   6.6,  18.4,   5.9,  61.6,   0.0,   0.3,   7.2,  53.2,  46.8,      93,22.5,        394,27.2,100.0,     128,100.0,  14.4 to 1,"     $19,347,813","  $93,108",    208.0,39.0,38.0,97.4,  36.8,  63.2,   0.0,   0.0,"          $45,170,762.00","           2,665.2","              $16,948.36","          $48,217,581.00","           2,722.2","              $17,712.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
Wayland: Loker School,03150020,Public School,Wayland,MA,01778,"K,01,02,03,04,05",Wayland,03150000,Public School District,       0,      40,      41,      38,      50,      47,      47,       0,       0,       0,       0,       0,       0,       0,       0,     263,      28,  10.6,      19,   7.2,      28,  10.6,      52,  19.8,       9,   3.4,   3.0,  19.4,   3.4,  68.1,   0.0,   0.4,   5.7,  51.7,  48.3,      64,21.9,        264,18.0,100.0,      82,100.0,  14.6 to 1,"     $19,347,813","  $93,108",    208.0,31.0,31.0,100.0,  45.2,  54.8,   0.0,   0.0,"          $45,170,762.00","           2,665.2","              $16,948.36","          $48,217,581.00","           2,722.2","              $17,712.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayland: The Children's Way Preschool,03150025,Public School,Wayland,MA,01778,PK,Wayland,03150000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $19,347,813","  $93,108",    208.0,,,,,,,,"          $45,170,762.00","           2,665.2","              $16,948.36","          $48,217,581.00","           2,722.2","              $17,712.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayland: Wayland High School,03150505,Public School,Wayland,MA,01778,"09,10,11,12",Wayland,03150000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     206,     215,     191,     226,       0,     838,      65,   7.8,      10,   1.2,     161,  19.2,     194,  23.2,      34,   4.1,   4.2,  15.6,   4.7,  71.7,   0.0,   0.1,   3.7,  51.8,  48.2,     420,14.9,        841,70.9,97.3,     348,99.7,  11.8 to 1,"     $19,347,813","  $93,108",    208.0,96.0,96.0,100.0,   8.3,  90.6,   1.0,   0.0,"          $45,170,762.00","           2,665.2","              $16,948.36","          $48,217,581.00","           2,722.2","              $17,712.73",       227,98.7,0.9,0.0,0.0,0.4,0.0,     838,1.0,0.1,224.0,210.0,93.8,0.0,63.3,1.9,34.8,1.9,3.8,13.8,224.0,167.0,74.6,     203,     409,97.0,44.0,32.0,23.0,7.0,7.0,22.0,67.0,127.0,186.0,7.1,92.9,201.0,595.0,619.0,87.0
Wayland: Wayland Middle School,03150305,Public School,Wayland,MA,01778,"06,07,08",Wayland,03150000,Public School District,       0,       0,       0,       0,       0,       0,       0,     193,     233,     218,       0,       0,       0,       0,       0,     644,      58,   9.0,       5,   0.8,     136,  21.1,     157,  24.4,      23,   3.6,   5.1,  16.0,   4.7,  68.6,   0.0,   0.2,   5.4,  49.8,  50.2,     443,15.5,        650,53.3,100.0,     324,100.0,  12.1 to 1,"     $19,347,813","  $93,108",    208.0,68.0,68.0,100.0,  11.8,  86.8,   1.5,   0.0,"          $45,170,762.00","           2,665.2","              $16,948.36","          $48,217,581.00","           2,722.2","              $17,712.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
Webster: Bartlett High School,03160505,Public School,Webster,MA,01570,"09,10,11,12",Webster,03160000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     138,     128,     101,      88,       4,     459,      35,   7.6,      13,   2.8,      66,  14.4,     201,  43.8,     160,  34.9,   3.3,   3.1,  15.3,  73.6,   0.2,   0.0,   4.6,  51.0,  49.0,     239,15.7,        465,39.5,97.5,     176,95.5,  11.6 to 1,"      $9,621,602","  $75,169",    128.0,54.0,53.0,98.1,  24.5,  69.8,   5.7,   0.0,"          $25,285,425.00","           1,880.8","              $13,443.97","          $28,735,787.00","           2,061.8","              $13,937.23",       111,66.7,6.3,0.9,0.9,24.3,0.9,     455,31.0,6.8,75.0,52.0,69.3,0.0,36.5,23.1,40.4,23.1,19.2,15.4,75.0,45.0,60.0,     127,     216,58.0,49.0,20.0,0.0,0.0,67.0,94.0,37.0,13.0,5.0,74.5,25.5,53.0,493.0,491.0,13.0
Webster: Park Avenue Elementary,03160015,Public School,Webster,MA,01570,"PK,K,01,02,03,04",Webster,03160000,Public School District,      44,     156,     170,     164,     149,     135,       0,       0,       0,       0,       0,       0,       0,       0,       0,     818,      72,   8.8,      61,   7.5,     133,  16.3,     525,  64.2,     451,  55.1,   2.9,   1.5,  23.2,  65.4,   0.5,   0.1,   6.4,  53.4,  46.6,     145,24.1,        839,44.8,100.0,     223,100.0,  18.3 to 1,"      $9,621,602","  $75,169",    128.0,54.0,53.0,98.1,   5.7,  88.7,   5.7,   0.0,"          $25,285,425.00","           1,880.8","              $13,443.97","          $28,735,787.00","           2,061.8","              $13,937.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Webster: Webster Middle School,03160315,Public School,Webster,MA,01570,"05,06,07,08",Webster,03160000,Public School District,       0,       0,       0,       0,       0,       0,     153,     162,     169,     133,       0,       0,       0,       0,       0,     617,      44,   7.1,      20,   3.2,     115,  18.6,     330,  53.5,     263,  42.6,   4.5,   1.8,  19.9,  66.5,   0.2,   0.3,   6.8,  47.0,  53.0,     264,24.4,        594,42.9,100.0,     143,100.0,  14.4 to 1,"      $9,621,602","  $75,169",    128.0,50.0,47.0,94.0,   8.5,  78.7,  10.6,   2.1,"          $25,285,425.00","           1,880.8","              $13,443.97","          $28,735,787.00","           2,061.8","              $13,937.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
Wellesley: Ernest F Upham,03170050,Public School,Wellesley,MA,02481,"K,01,02,03,04,05",Wellesley,03170000,Public School District,       0,      21,      45,      48,      38,      40,      35,       0,       0,       0,       0,       0,       0,       0,       0,     227,       5,   2.2,       3,   1.3,      39,  17.2,      44,  19.4,       5,   2.2,   2.6,   8.4,   1.8,  83.3,   0.0,   0.0,   4.0,  57.3,  42.7,      44,20.4,        224,16.0,100.0,      69,100.0,  14.2 to 1,"     $35,045,998","  $93,536",    375.0,27.0,27.0,100.0,  22.2,  77.8,   0.0,   0.0,"          $87,362,301.00","           5,018.9","              $17,406.66","          $94,834,808.00","           5,088.8","              $18,635.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0
Wellesley: Hunnewell,03170025,Public School,Wellesley,MA,02482,"K,01,02,03,04,05",Wellesley,03170000,Public School District,       0,      39,      42,      46,      44,      45,      53,       0,       0,       0,       0,       0,       0,       0,       0,     269,       4,   1.5,       4,   1.5,      35,  13.0,      44,  16.4,      11,   4.1,   4.1,   5.6,   2.6,  78.1,   0.0,   0.0,   9.7,  49.4,  50.6,      52,20.9,        272,18.0,100.0,      91,100.0,  15.0 to 1,"     $35,045,998","  $93,536",    375.0,27.0,27.0,100.0,-,-,-,-,"          $87,362,301.00","           5,018.9","              $17,406.66","          $94,834,808.00","           5,088.8","              $18,635.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
Wellesley: John D Hardy,03170020,Public School,Wellesley,MA,02482,"K,01,02,03,04,05",Wellesley,03170000,Public School District,       0,      49,      41,      52,      55,      59,      53,       0,       0,       0,       0,       0,       0,       0,       0,     309,      26,   8.4,      11,   3.6,      36,  11.7,      64,  20.7,      15,   4.9,   3.6,  22.7,   4.5,  64.1,   0.0,   0.0,   5.2,  46.6,  53.4,      76,18.3,        313,21.2,100.0,     127,100.0,  14.6 to 1,"     $35,045,998","  $93,536",    375.0,28.0,28.0,100.0,  17.9,  82.1,   0.0,   0.0,"          $87,362,301.00","           5,018.9","              $17,406.66","          $94,834,808.00","           5,088.8","              $18,635.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
Wellesley: Joseph E Fiske,03170015,Public School,Wellesley,MA,02481,"K,01,02,03,04,05",Wellesley,03170000,Public School District,     107,      41,      57,      57,      63,      63,      61,       0,       0,       0,       0,       0,       0,       0,       0,     449,      68,  15.1,      29,   6.5,      72,  16.0,     132,  29.4,      44,   9.8,   3.8,  20.3,   9.1,  61.9,   0.0,   0.0,   4.9,  52.1,  47.9,      79,19.0,        472,27.5,100.0,     141,100.0,  16.3 to 1,"     $35,045,998","  $93,536",    375.0,48.0,48.0,100.0,-,-,-,-,"          $87,362,301.00","           5,018.9","              $17,406.66","          $94,834,808.00","           5,088.8","              $18,635.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
Wellesley: Katharine Lee Bates,03170005,Public School,Wellesley,MA,02481,"K,01,02,03,04,05",Wellesley,03170000,Public School District,       0,      61,      57,      69,      71,      65,      68,       0,       0,       0,       0,       0,       0,       0,       0,     391,       1,   0.3,       0,   0.0,      40,  10.2,      48,  12.3,       7,   1.8,   2.8,   5.9,   3.6,  82.1,   0.0,   0.0,   5.6,  46.8,  53.2,      72,21.9,        394,23.7,100.0,     113,100.0,  16.5 to 1,"     $35,045,998","  $93,536",    375.0,33.0,33.0,100.0,   3.0,  90.9,   6.1,   0.0,"          $87,362,301.00","           5,018.9","              $17,406.66","          $94,834,808.00","           5,088.8","              $18,635.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
Wellesley: Preschool at Wellesley Schools,03170001,Public School,Wellesley,MA,02481,PK,Wellesley,03170000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $35,045,998","  $93,536",    375.0,,,,,,,,"          $87,362,301.00","           5,018.9","              $17,406.66","          $94,834,808.00","           5,088.8","              $18,635.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
