School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Quincy: Snug Harbor Community School,02430090,Public School,Quincy,MA,02169,"PK,K,01,02,03,04,05",Quincy,02430000,Public School District,     149,      47,      46,      41,      40,      40,      38,       0,       0,       0,       0,       0,       0,       0,0.0,     401,     131,  32.7,      76,  19.0,     129,  32.2, , , , ,  11.2,  32.7,   5.7,  45.1,   0.0,   0.0,   5.2,  59.6,  40.4,30.2,100.0,149.0,100.0,  13.3 to 1,"     $47,042,918","  $69,130",    680.5,"         $115,944,332.69","           8,932.1","              $12,980.64","         $126,801,243.49","           9,094.6","              $13,942.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: South West Middle School,02430320,Public School,Quincy,MA,02169,"05,06,07,08",Quincy,02430000,Public School District,       0,       0,       0,       0,       0,       0,      87,      67,      77,      85,       0,       0,       0,       0,0.0,     316,      88,  27.8,      22,   7.0,      72,  22.8, , , , ,  11.7,  19.0,  12.0,  53.8,   0.3,   0.0,   3.2,  53.2,  46.8,30.5,100.0,179.0,100.0,  10.4 to 1,"     $47,042,918","  $69,130",    680.5,"         $115,944,332.69","           8,932.1","              $12,980.64","         $126,801,243.49","           9,094.6","              $13,942.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Squantum,02430095,Public School,Quincy,MA,02171,"K,01,02,03,04,05",Quincy,02430000,Public School District,       0,      79,      53,      59,      59,      46,      41,       0,       0,       0,       0,       0,       0,       0,0.0,     337,      82,  24.3,      27,   8.0,      62,  18.4, , , , ,   2.4,  22.3,   3.6,  69.4,   0.0,   0.0,   2.4,  53.7,  46.3,25.5,100.0,153.0,100.0,  13.2 to 1,"     $47,042,918","  $69,130",    680.5,"         $115,944,332.69","           8,932.1","              $12,980.64","         $126,801,243.49","           9,094.6","              $13,942.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Wollaston School,02430110,Public School,Quincy,MA,02170,"K,01,02,03,04,05",Quincy,02430000,Public School District,       0,      51,      60,      51,      46,      41,      48,       0,       0,       0,       0,       0,       0,       0,0.0,     297,     135,  45.5,      91,  30.6,      17,   5.7, , , , ,   1.3,  55.9,   1.0,  41.1,   0.3,   0.0,   0.3,  52.5,  47.5,22.3,100.0,117.0,100.0,  13.3 to 1,"     $47,042,918","  $69,130",    680.5,"         $115,944,332.69","           8,932.1","              $12,980.64","         $126,801,243.49","           9,094.6","              $13,942.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralph C Mahar: Ralph C Mahar Regional,07550505,Public School,Orange,MA,01364,"07,08,09,10,11,12",Ralph C Mahar,07550000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     146,     149,     124,     116,     167,      75,1.0,     778,      11,   1.4,       8,   1.0,     119,  15.3, , , , ,   1.3,   1.5,   1.4,  92.4,   0.0,   0.0,   3.3,  51.5,  48.5,63.3,94.3,235.0,91.9,  12.3 to 1,"      $3,440,915","  $54,359",     63.3,"          $10,336,859.00",             769.1,"              $13,440.20","          $12,545,751.00",             906.6,"              $13,838.24",       137,61.3,16.8,0.0,3.6,17.5,0.7,     482,42.0,8.7,,,,,,,,,,,92.0,92.0,100.0,35.0,      47,26.0,6.0,3.0,0.0,0.0,11.0,19.0,11.0,6.0,0.0,63.8,36.2,44.0,488.0,485.0
Randolph: Elizabeth G Lyons Elementary,02440020,Public School,Randolph,MA,02368,"K,01,02,03,04,05",Randolph,02440000,Public School District,       0,      47,      53,      49,      51,      49,      50,      55,       0,       0,       0,       0,       0,       0,0.0,     354,     127,  35.9,      12,   3.4,      58,  16.4, , , , ,  47.2,  16.9,   7.3,  25.1,   0.8,   0.0,   2.5,  53.7,  46.3,25.2,100.0,108.0,100.0,  14.0 to 1,"     $15,295,618","  $70,260",    217.7,"          $40,095,169.63","           2,885.1","              $13,897.32","          $48,593,549.61","           3,240.9","              $14,993.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph: J F Kennedy Elementary,02440018,Public School,Randolph,MA,02368,"PK,K,01,02,03,04,05",Randolph,02440000,Public School District,      67,      46,      53,      64,      48,      63,      44,      57,       0,       0,       0,       0,       0,       0,0.0,     442,     184,  41.6,      27,   6.1,      96,  21.7, , , , ,  51.8,  14.7,   9.7,  18.1,   0.7,   0.2,   4.8,  56.3,  43.7,34.6,100.0,151.0,100.0,  12.8 to 1,"     $15,295,618","  $70,260",    217.7,"          $40,095,169.63","           2,885.1","              $13,897.32","          $48,593,549.61","           3,240.9","              $14,993.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph: Margaret L Donovan,02440015,Public School,Randolph,MA,02368,"K,01,02,03,04,05",Randolph,02440000,Public School District,       0,      57,      62,      61,      70,      80,      66,      76,       0,       0,       0,       0,       0,       0,0.0,     472,     194,  41.1,      35,   7.4,      71,  15.0, , , , ,  45.3,  17.2,   6.4,  25.8,   0.2,   0.6,   4.4,  49.4,  50.6,32.1,97.8,136.0,99.3,  14.7 to 1,"     $15,295,618","  $70,260",    217.7,"          $40,095,169.63","           2,885.1","              $13,897.32","          $48,593,549.61","           3,240.9","              $14,993.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph: Martin E Young Elementary,02440040,Public School,Randolph,MA,02368,"K,01,02,03,04,05",Randolph,02440000,Public School District,       0,      42,      57,      51,      58,      57,      57,      60,       0,       0,       0,       0,       0,       0,0.0,     382,     154,  40.3,      41,  10.7,      85,  22.3, , , , ,  55.2,  16.5,   9.9,  14.9,   0.5,   0.3,   2.6,  53.1,  46.9,26.8,100.0,106.0,100.0,  14.3 to 1,"     $15,295,618","  $70,260",    217.7,"          $40,095,169.63","           2,885.1","              $13,897.32","          $48,593,549.61","           3,240.9","              $14,993.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph: Randolph Community Middle,02440410,Public School,Randolph,MA,02368,"06,07,08",Randolph,02440000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     214,     261,       0,       0,       0,       0,0.0,     475,     146,  30.7,      14,   2.9,      99,  20.8, , , , ,  48.8,  14.5,   9.9,  25.5,   0.2,   0.2,   0.8,  52.4,  47.6,42.7,100.0,212.0,96.2,  11.1 to 1,"     $15,295,618","  $70,260",    217.7,"          $40,095,169.63","           2,885.1","              $13,897.32","          $48,593,549.61","           3,240.9","              $14,993.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph: Randolph High,02440505,Public School,Randolph,MA,02368,"09,10,11,12",Randolph,02440000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     185,     188,     163,     184,6.0,     726,     345,  47.5,      55,   7.6,     113,  15.6, , , , ,  57.3,  18.2,   8.1,  14.3,   0.4,   0.8,   0.8,  55.8,  44.2,56.3,94.2,331.0,93.4,  12.9 to 1,"     $15,295,618","  $70,260",    217.7,"          $40,095,169.63","           2,885.1","              $13,897.32","          $48,593,549.61","           3,240.9","              $14,993.84",       224,68.8,6.7,2.2,6.7,14.7,0.9,     720,29.0,4.0,,,,,,,,,,,163.0,38.0,23.3,106.0,     231,41.0,32.0,15.0,9.0,9.0,90.0,57.0,46.0,22.0,16.0,63.6,36.4,106.0,447.0,474.0
Reading: Alice M Barrows,02460002,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      49,      67,      74,      68,      62,      70,       0,       0,       0,       0,       0,       0,       0,0.0,     390,       1,   0.3,       0,   0.0,      43,  11.0, , , , ,   0.8,   2.3,   0.8,  94.6,   0.3,   0.3,   1.0,  51.0,  49.0,24.7,100.0,86.0,100.0,  15.8 to 1,"     $18,301,190","  $60,300",    303.5,"          $43,162,191.90","           4,376.3","               $9,862.71","          $47,915,205.90","           4,457.6","              $10,749.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: Arthur W Coolidge Middle,02460305,Public School,Reading,MA,01867,"06,07,08",Reading,02460000,Public School District,       0,       0,       0,       0,       0,       0,       0,     169,     158,     149,       0,       0,       0,       0,0.0,     476,       7,   1.5,       2,   0.4,      93,  19.5, , , , ,   1.1,   4.0,   1.3,  92.4,   0.2,   0.0,   1.1,  53.4,  46.6,38.6,100.0,137.0,100.0,  12.3 to 1,"     $18,301,190","  $60,300",    303.5,"          $43,162,191.90","           4,376.3","               $9,862.71","          $47,915,205.90","           4,457.6","              $10,749.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: Birch Meadow,02460005,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      50,      66,      84,      75,      71,      66,       0,       0,       0,       0,       0,       0,       0,0.0,     412,       3,   0.7,       1,   0.2,      49,  11.9, , , , ,   2.2,   6.8,   1.5,  89.3,   0.0,   0.0,   0.2,  53.4,  46.6,22.8,95.6,88.0,94.3,  18.1 to 1,"     $18,301,190","  $60,300",    303.5,"          $43,162,191.90","           4,376.3","               $9,862.71","          $47,915,205.90","           4,457.6","              $10,749.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: J Warren Killam,02460017,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      68,      83,      71,      83,      63,      87,       0,       0,       0,       0,       0,       0,       0,0.0,     455,      21,   4.6,       6,   1.3,      59,  13.0, , , , ,   1.8,   5.7,   1.3,  90.8,   0.0,   0.0,   0.4,  54.9,  45.1,31.6,100.0,103.0,100.0,  14.4 to 1,"     $18,301,190","  $60,300",    303.5,"          $43,162,191.90","           4,376.3","               $9,862.71","          $47,915,205.90","           4,457.6","              $10,749.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: Joshua Eaton,02460010,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      62,      71,      64,      80,      63,     102,       0,       0,       0,       0,       0,       0,       0,0.0,     442,       7,   1.6,       3,   0.7,      34,   7.7, , , , ,   0.7,   3.2,   1.1,  93.4,   0.0,   0.0,   1.6,  50.2,  49.8,24.0,100.0,85.0,100.0,  18.4 to 1,"     $18,301,190","  $60,300",    303.5,"          $43,162,191.90","           4,376.3","               $9,862.71","          $47,915,205.90","           4,457.6","              $10,749.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: RISE PreSchool,02460001,Public School,Reading,MA,01867,PK,Reading,02460000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $18,301,190","  $60,300",    303.5,"          $43,162,191.90","           4,376.3","               $9,862.71","          $47,915,205.90","           4,457.6","              $10,749.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: Reading Memorial High,02460505,Public School,Reading,MA,01867,"09,10,11,12",Reading,02460000,Public School District,      67,       0,       0,       0,       0,       0,       0,       0,       0,       0,     334,     298,     298,     312,0.0,"   1,309",      26,   2.0,       1,   0.1,     247,  18.9, , , , ,   2.8,   3.1,   1.9,  90.3,   0.3,   0.0,   1.6,  50.8,  49.2,87.8,97.9,315.0,99.0,  14.9 to 1,"     $18,301,190","  $60,300",    303.5,"          $43,162,191.90","           4,376.3","               $9,862.71","          $47,915,205.90","           4,457.6","              $10,749.10",       345,87.2,0.9,0.0,1.7,10.1,0.0,"   1,242",6.0,0.5,,,,,,,,,,,301.0,249.0,82.7,122.0,     256,57.0,24.0,21.0,14.0,6.0,9.0,22.0,62.0,79.0,84.0,12.1,87.9,271.0,548.0,577.0
Reading: Walter S Parker Middle,02460310,Public School,Reading,MA,01867,"06,07,08",Reading,02460000,Public School District,       0,       0,       0,       0,       0,       0,       0,     184,     183,     195,       0,       0,       0,       0,0.0,     562,      17,   3.0,       2,   0.4,     121,  21.5, , , , ,   0.9,   4.6,   1.6,  91.3,   0.2,   0.2,   1.2,  50.0,  50.0,47.5,100.0,187.0,100.0,  11.8 to 1,"     $18,301,190","  $60,300",    303.5,"          $43,162,191.90","           4,376.3","               $9,862.71","          $47,915,205.90","           4,457.6","              $10,749.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: Wood End Elementary School,02460020,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      51,      58,      56,      57,      59,      65,       0,       0,       0,       0,       0,       0,       0,0.0,     346,       1,   0.3,       1,   0.3,      50,  14.5, , , , ,   2.9,   1.2,   0.3,  95.1,   0.0,   0.0,   0.6,  54.9,  45.1,26.5,100.0,86.0,100.0,  13.1 to 1,"     $18,301,190","  $60,300",    303.5,"          $43,162,191.90","           4,376.3","               $9,862.71","          $47,915,205.90","           4,457.6","              $10,749.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: A. C. Whelan Elementary School,02480003,Public School,Revere,MA,02151,"K,01,02,03,04,05",Revere,02480000,Public School District,       0,     103,     150,     142,     131,     111,     126,       0,       0,       0,       0,       0,       0,       0,0.0,     763,     250,  32.8,      82,  10.7,      93,  12.2, , , , ,   3.9,   6.0,  29.5,  56.2,   0.4,   0.1,   3.8,  53.5,  46.5,47.5,97.9,255.0,100.0,  16.1 to 1,"     $30,555,753","  $71,879",    425.1,"          $74,360,632.18","           6,174.2","              $12,043.77","          $82,216,666.69","           6,433.7","              $12,779.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: Abraham Lincoln,02480025,Public School,Revere,MA,02151,"PK,K,01,02,03,04,05",Revere,02480000,Public School District,      63,      87,      95,      80,      69,      67,      92,       0,       0,       0,       0,       0,       0,       0,0.0,     553,     207,  37.4,      75,  13.6,     124,  22.4, , , , ,   3.6,   4.5,  33.5,  53.3,   0.7,   0.0,   4.3,  55.2,  44.8,32.5,100.0,167.0,100.0,  17.0 to 1,"     $30,555,753","  $71,879",    425.1,"          $74,360,632.18","           6,174.2","              $12,043.77","          $82,216,666.69","           6,433.7","              $12,779.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: Beachmont Veterans Memorial School,02480013,Public School,Revere,MA,02151,"PK,K,01,02,03,04,05",Revere,02480000,Public School District,       0,      56,      54,      57,      45,      40,      32,       0,       0,       0,       0,       0,       0,       0,0.0,     284,     130,  45.8,      50,  17.6,      27,   9.5, , , , ,   2.5,   3.5,  37.0,  51.8,   0.4,   0.0,   4.9,  47.5,  52.5,16.8,100.0,80.0,100.0,  16.9 to 1,"     $30,555,753","  $71,879",    425.1,"          $74,360,632.18","           6,174.2","              $12,043.77","          $82,216,666.69","           6,433.7","              $12,779.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: CityLab Innovation High School,02480520,Public School,Revere,MA,02151,"09,10,11,12",Revere,02480000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      67,      29,      17,       6,0.0,     119,      35,  29.4,       0,   0.0,      37,  31.1, , , , ,   5.9,   2.5,  42.0,  46.2,   0.0,   0.0,   3.4,  71.4,  28.6,13.2,100.0,54.0,100.0,   9.0 to 1,"     $30,555,753","  $71,879",    425.1,"          $74,360,632.18","           6,174.2","              $12,043.77","          $82,216,666.69","           6,433.7","              $12,779.06",        72,15.3,13.9,1.4,12.5,55.6,1.4,     119,56.0,47.1,,,,,,,,,,,23.0,23.0,100.0,,,,,,,,,,,,,,,,,
Revere: Garfield Elementary School,02480056,Public School,Revere,MA,02151,"PK,K,01,02,03,04,05",Revere,02480000,Public School District,      63,     109,     116,     114,     120,      97,      88,       0,       0,       0,       0,       0,       0,       0,0.0,     707,     447,  63.2,      98,  13.9,     117,  16.5, , , , ,   3.8,  13.4,  54.9,  24.0,   0.8,   0.0,   3.0,  49.6,  50.4,45.3,97.8,214.0,97.7,  15.6 to 1,"     $30,555,753","  $71,879",    425.1,"          $74,360,632.18","           6,174.2","              $12,043.77","          $82,216,666.69","           6,433.7","              $12,779.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: Garfield Middle School,02480057,Public School,Revere,MA,02151,"06,07,08",Revere,02480000,Public School District,       0,       0,       0,       0,       0,       0,       0,     136,     143,     144,       0,       0,       0,       0,0.0,     423,     227,  53.7,      38,   9.0,      44,  10.4, , , , ,   4.7,   9.9,  54.1,  26.5,   0.9,   0.0,   3.8,  53.7,  46.3,36.5,100.0,184.0,98.9,  11.6 to 1,"     $30,555,753","  $71,879",    425.1,"          $74,360,632.18","           6,174.2","              $12,043.77","          $82,216,666.69","           6,433.7","              $12,779.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: Paul Revere,02480050,Public School,Revere,MA,02151,"K,01,02,03,04,05",Revere,02480000,Public School District,       0,      42,      68,      51,      64,      61,      56,       0,       0,       0,       0,       0,       0,       0,0.0,     342,     146,  42.7,      58,  17.0,      36,  10.5, , , , ,   6.1,   2.9,  35.4,  52.9,   0.9,   0.0,   1.8,  49.4,  50.6,21.9,100.0,130.0,100.0,  15.6 to 1,"     $30,555,753","  $71,879",    425.1,"          $74,360,632.18","           6,174.2","              $12,043.77","          $82,216,666.69","           6,433.7","              $12,779.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: Revere High,02480505,Public School,Revere,MA,02151,"09,10,11,12",Revere,02480000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     428,     383,     350,     359,4.0,"   1,524",     666,  43.7,      87,   5.7,     160,  10.5, , , , ,   3.5,   8.5,  36.2,  48.0,   0.7,   0.1,   3.0,  50.8,  49.2,105.2,98.1,432.0,97.7,  14.5 to 1,"     $30,555,753","  $71,879",    425.1,"          $74,360,632.18","           6,174.2","              $12,043.77","          $82,216,666.69","           6,433.7","              $12,779.06",       400,79.5,9.0,1.0,2.3,7.5,0.8,"   1,520",20.0,1.3,,,,,,,,,,,344.0,344.0,100.0,156.0,     250,85.0,52.0,18.0,0.0,1.0,73.0,49.0,78.0,33.0,17.0,48.8,51.2,252.0,459.0,480.0
Revere: Rumney Marsh Academy,02480014,Public School,Revere,MA,02151,"06,07,08",Revere,02480000,Public School District,       0,       0,       0,       0,       0,       0,       0,     181,     170,     153,       0,       0,       0,       0,0.0,     504,     195,  38.7,       0,   0.0,     101,  20.0, , , , ,   4.2,   4.6,  35.9,  52.0,   0.6,   0.0,   2.8,  55.8,  44.2,44.0,100.0,193.0,100.0,  11.5 to 1,"     $30,555,753","  $71,879",    425.1,"          $74,360,632.18","           6,174.2","              $12,043.77","          $82,216,666.69","           6,433.7","              $12,779.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: Staff Sargent James J. Hill Elementary School,02480035,Public School,Revere,MA,02151,"K,01,02,03,04,05",Revere,02480000,Public School District,       0,      82,      78,      69,      98,      83,      78,       0,       0,       0,       0,       0,       0,       0,0.0,     488,     286,  58.6,     108,  22.1,      44,   9.0, , , , ,   2.9,   4.9,  56.1,  32.0,   1.0,   0.0,   3.1,  51.0,  49.0,27.2,100.0,130.0,100.0,  17.9 to 1,"     $30,555,753","  $71,879",    425.1,"          $74,360,632.18","           6,174.2","              $12,043.77","          $82,216,666.69","           6,433.7","              $12,779.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: Susan B. Anthony Middle School,02480305,Public School,Revere,MA,02151,"06,07,08",Revere,02480000,Public School District,       0,       0,       0,       0,       0,       0,       0,     153,     145,     140,       0,       0,       0,       0,0.0,     438,     156,  35.6,      29,   6.6,      59,  13.5, , , , ,   4.3,   3.4,  33.8,  53.9,   0.5,   0.0,   4.1,  39.3,  60.7,35.0,100.0,143.0,100.0,  12.5 to 1,"     $30,555,753","  $71,879",    425.1,"          $74,360,632.18","           6,174.2","              $12,043.77","          $82,216,666.69","           6,433.7","              $12,779.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richmond: Richmond Consolidated,02490005,Public School,Richmond,MA,01254,"PK,K,01,02,03,04,05,06,07,08",Richmond,02490000,Public School District,      10,      15,      17,      20,      17,       9,      25,      20,      17,      22,       0,       0,       0,       0,0.0,     172,       5,   2.9,       0,   0.0,      15,   8.7, , , , ,   0.6,   2.3,   2.3,  94.2,   0.0,   0.0,   0.6,  44.2,  55.8,18.6,96.7,79.0,100.0,   9.2 to 1,"      $1,463,658","  $78,691",     18.6,"           $2,751,807.00",             170.6,"              $16,130.17","           $3,589,316.00",             257.5,"              $13,939.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rising Tide Charter Public (District): Rising Tide Charter Public School,04830305,Charter School,Plymouth,MA,02360,"05,06,07,08,09,10,11,12",Rising Tide Charter Public (District),04830000,Charter District,       0,       0,       0,       0,       0,       0,      86,      87,      74,      65,       0,       0,       0,       0,0.0,     312,       4,   1.3,       0,   0.0,      52,  16.7, , , , ,   2.6,   1.3,   2.2,  90.1,   0.3,   0.0,   3.5,  50.3,  49.7,24.4,72.6,104.0,100.0,  12.8 to 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River Valley Charter (District): River Valley Charter School,04820050,Charter School,Newburyport,MA,01950,"K,01,02,03,04,05,06,07,08",River Valley Charter (District),04820000,Charter District,       0,      32,      33,      32,      33,      33,      35,      31,      27,      31,       0,       0,       0,       0,0.0,     287,       2,   0.7,       0,   0.0,      45,  15.7, , , , ,   0.7,   3.1,   2.8,  89.9,   0.0,   0.0,   3.5,  45.6,  54.4,21.0,66.7,79.0,100.0,  13.7 to 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochester: Rochester Memorial,02500005,Public School,Rochester,MA,02770,"PK,K,01,02,03,04,05,06",Rochester,02500000,Public School District,      30,      69,      83,      78,      85,      80,      78,      96,       0,       0,       0,       0,       0,       0,0.0,     599,       1,   0.2,       0,   0.0,      89,  14.9, , , , ,   3.0,   0.2,   1.0,  94.0,   0.0,   0.0,   1.8,  53.8,  46.2,41.4,100.0,156.0,100.0,  14.5 to 1,"      $3,048,357","  $73,632",     41.4,"           $6,254,167.46",             603.8,"              $10,358.01","           $6,720,443.10",             616.8,"              $10,895.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockland: Jefferson Elementary School,02510060,Public School,Rockland,MA,02370,"K,01,02,03,04",Rockland,02510000,Public School District,       0,     165,      46,      46,      35,      46,      43,       0,       0,       0,       0,       0,       0,       0,0.0,     381,      28,   7.3,      14,   3.7,      67,  17.6, , , , ,   2.4,   1.0,   6.6,  84.5,   0.5,   0.0,   5.0,  50.9,  49.1,21.4,100.0,81.0,100.0,  17.8 to 1,"      $9,428,210","  $67,344",    140.0,"          $26,468,407.00","           2,303.4","              $11,491.02","          $29,164,212.00","           2,420.9","              $12,046.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockland: John W Rogers Middle,02510305,Public School,Rockland,MA,02370,"05,06,07,08",Rockland,02510000,Public School District,       0,       0,       0,       0,       0,       0,       0,     188,     191,     193,       0,       0,       0,       0,0.0,     572,      25,   4.4,       3,   0.5,     110,  19.2, , , , ,   3.5,   0.9,   5.8,  89.0,   0.2,   0.0,   0.7,  53.1,  46.9,33.9,100.0,132.0,100.0,  16.9 to 1,"      $9,428,210","  $67,344",    140.0,"          $26,468,407.00","           2,303.4","              $11,491.02","          $29,164,212.00","           2,420.9","              $12,046.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockland: Memorial Park,02510020,Public School,Rockland,MA,02370,"K,01,02,03,04",Rockland,02510000,Public School District,       0,       0,      57,      52,      58,      65,      63,       0,       0,       0,       0,       0,       0,       0,0.0,     295,      13,   4.4,       2,   0.7,      52,  17.6, , , , ,   1.7,   1.0,   7.5,  88.8,   0.0,   0.0,   1.0,  52.5,  47.5,19.9,95.0,90.0,100.0,  14.8 to 1,"      $9,428,210","  $67,344",    140.0,"          $26,468,407.00","           2,303.4","              $11,491.02","          $29,164,212.00","           2,420.9","              $12,046.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockland: R Stewart Esten,02510025,Public School,Rockland,MA,02370,"K,01,02,03,04",Rockland,02510000,Public School District,       0,       0,      58,      94,      66,      77,      77,       0,       0,       0,       0,       0,       0,       0,0.0,     372,      11,   3.0,       4,   1.1,      44,  11.8, , , , ,   5.4,   0.5,   4.8,  86.8,   0.5,   0.0,   1.9,  57.3,  42.7,23.5,100.0,110.0,100.0,  15.8 to 1,"      $9,428,210","  $67,344",    140.0,"          $26,468,407.00","           2,303.4","              $11,491.02","          $29,164,212.00","           2,420.9","              $12,046.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockland: Rockland Senior High,02510505,Public School,Rockland,MA,02370,"PK,09,10,11,12",Rockland,02510000,Public School District,      73,       0,       0,       0,       0,       0,       0,       0,       0,       0,     132,     160,     152,     136,5.0,     658,      22,   3.3,       5,   0.8,      91,  13.8, , , , ,   4.3,   1.5,   4.0,  87.7,   0.3,   0.0,   2.3,  52.3,  47.7,41.3,98.8,187.0,100.0,  15.9 to 1,"      $9,428,210","  $67,344",    140.0,"          $26,468,407.00","           2,303.4","              $11,491.02","          $29,164,212.00","           2,420.9","              $12,046.85",       160,80.0,2.5,0.6,1.9,15.0,0.0,     580,45.0,7.8,,,,,,,,,,,133.0,132.0,99.2,69.0,     129,32.0,23.0,5.0,9.0,0.0,30.0,39.0,38.0,17.0,5.0,53.5,46.5,83.0,488.0,489.0
