School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,Overall Classification,Reason for Classification,Accountability Percentile (1-99),Overall Improvement Toward Improvement Targets (%)
Randolph: Elizabeth G Lyons Elementary,02440020,Public School,Randolph,MA,02368,"K,01,02,03,04,05",Randolph,02440000,Public School District,       0,      52,      45,      42,      49,      56,      54,       0,       0,       0,       0,       0,       0,       0,       0,     298,      90,30.2,      56,18.8,      62,20.8,     180,60.4,     115,38.6,43.3,12.8,15.1,20.1,0.7,0.0,8.1,56.0,44.0,      83,22.3,        312,21.3,100.0,  14.0 to 1,84.7,100.0,"     $18,897,138","  $79,366",    238.0,35.0,33.0,94.3,  30.3,  69.7,   0.0,   0.0,"          $50,481,426.03","           2,866.2","              $17,612.67","          $61,150,343.35","           3,414.5","              $17,909.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          87,58.0,          15,10.0,          72,48.0,          60,40.0,           4,3.0,         151,505.8,64.3,         101,67.0,          79,52.0,          13,9.0,          66,44.0,          59,39.0,          13,9.0,         151,501.4,59.2,         100,59.0,Not requiring assistance or intervention,Meeting targets,65.0,92.0
Randolph: J F Kennedy Elementary,02440018,Public School,Randolph,MA,02368,"PK,K,01,02,03,04,05",Randolph,02440000,Public School District,      70,      61,      67,      58,      76,      56,      77,       0,       0,       0,       0,       0,       0,       0,       0,     465,     140,30.1,      61,13.1,     155,33.3,     355,76.3,     246,52.9,52.3,13.1,15.7,11.2,0.6,0.9,6.2,53.3,46.7,     171,17.0,        512,39.9,100.0,  11.7 to 1,87.5,92.5,"     $18,897,138","  $79,366",    238.0,53.0,52.0,98.1,   0.0,  98.1,   0.0,   1.9,"          $50,481,426.03","           2,866.2","              $17,612.67","          $61,150,343.35","           3,414.5","              $17,909.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          61,32.0,           6,3.0,          55,29.0,         107,57.0,          20,11.0,         188,494.7,51.5,         113,24.0,          63,34.0,           3,2.0,          60,32.0,         102,54.0,          23,12.0,         188,494.9,54.0,         114,34.0,Not requiring assistance or intervention,Meeting targets,31.0,89.0
Randolph: Margaret L Donovan,02440015,Public School,Randolph,MA,02368,"K,01,02,03,04,05",Randolph,02440000,Public School District,       0,      76,      69,      66,      83,      82,      66,       0,       0,       0,       0,       0,       0,       0,       0,     442,     180,40.7,      93,21.0,      55,12.4,     270,61.1,     172,38.9,45.7,24.2,11.5,12.9,0.2,0.0,5.4,52.3,47.7,     126,24.4,        440,29.0,100.0,  15.2 to 1,79.3,100.0,"     $18,897,138","  $79,366",    238.0,42.0,39.0,92.9,  28.2,  61.5,  10.3,   0.0,"          $50,481,426.03","           2,866.2","              $17,612.67","          $61,150,343.35","           3,414.5","              $17,909.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         126,59.0,          16,8.0,         110,52.0,          76,36.0,          10,5.0,         212,504.1,57.9,         131,59.0,         104,49.0,          17,8.0,          87,41.0,          86,41.0,          22,10.0,         212,499.7,63.5,         131,52.0,Not requiring assistance or intervention,Meeting targets,67.0,91.0
Randolph: Martin E Young Elementary,02440040,Public School,Randolph,MA,02368,"K,01,02,03,04,05",Randolph,02440000,Public School District,       0,      43,      40,      50,      59,      64,      52,       0,       0,       0,       0,       0,       0,       0,       0,     308,     120,39.0,      89,28.9,      71,23.1,     213,69.2,     154,50.0,47.1,16.9,20.8,10.4,0.0,0.0,4.9,55.2,44.8,     106,17.5,        310,27.8,100.0,  11.1 to 1,89.2,100.0,"     $18,897,138","  $79,366",    238.0,38.0,37.0,97.4,  13.5,  78.4,   8.1,   0.0,"          $50,481,426.03","           2,866.2","              $17,612.67","          $61,150,343.35","           3,414.5","              $17,909.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          66,40.0,           9,5.0,          57,35.0,          66,40.0,          32,20.0,         164,497.2,47.7,          91,32.0,          64,39.0,           6,4.0,          58,36.0,          65,40.0,          34,21.0,         163,495.5,55.6,          91,36.0,Not requiring assistance or intervention,Partially meeting targets,36.0,32.0
Randolph: Randolph Community Middle,02440410,Public School,Randolph,MA,02368,"06,07,08",Randolph,02440000,Public School District,       0,       0,       0,       0,       0,       0,       0,     191,     191,     220,       0,       0,       0,       0,       0,     602,     210,34.9,      56,9.3,     142,23.6,     381,63.3,     273,45.3,51.3,14.8,12.8,15.6,0.2,0.2,5.1,53.0,47.0,     318,17.4,        623,58.5,100.0,  10.3 to 1,78.1,79.5,"     $18,897,138","  $79,366",    238.0,70.0,70.0,100.0,  11.4,  72.9,  15.7,   0.0,"          $50,481,426.03","           2,866.2","              $17,612.67","          $61,150,343.35","           3,414.5","              $17,909.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         179,31.0,          20,4.0,         159,28.0,         269,47.0,         121,21.0,         569,490.8,47.1,         519,14.0,         151,27.0,          21,4.0,         130,23.0,         310,55.0,         107,19.0,         568,489.9,50.7,         518,19.0,Not requiring assistance or intervention,Partially meeting targets,12.0,41.0
Randolph: Randolph High,02440505,Public School,Randolph,MA,02368,"09,10,11,12",Randolph,02440000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     208,     174,     155,     171,       0,     708,     318,44.9,      88,12.4,     129,18.2,     427,60.3,     333,47.0,54.8,18.8,12.7,8.6,0.6,0.4,4.1,56.5,43.5,     329,16.1,        723,60.7,100.0,  11.7 to 1,83.5,91.8,"     $18,897,138","  $79,366",    238.0,74.0,71.0,95.9,  21.1,  77.5,   0.0,   1.4,"          $50,481,426.03","           2,866.2","              $17,612.67","          $61,150,343.35","           3,414.5","              $17,909.02",       196,79.1,10.7,6.1,0.5,3.6,0.0,     708,19.0,2.7,163.0,119.0,73.0,0.0,23.5,42.0,34.5,40.3,7.6,23.5,163.0,150.0,92.0,     147,     257,61.0,62.0,24.0,0.0,0.0,89.0,79.0,52.0,31.0,6.0,65.4,34.6,140.0,498.0,519.0,         338,         161,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requiring assistance or intervention,In need of focused/targeted support,31.0,79.0
Reading: Alice M Barrows,02460002,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      67,      55,      80,      63,      59,      53,       0,       0,       0,       0,       0,       0,       0,       0,     377,       9,2.4,       7,1.9,      38,10.1,      72,19.1,      33,8.8,1.6,4.2,1.6,89.4,0.0,0.0,3.2,50.1,49.9,      82,19.6,        377,24.2,100.0,  15.6 to 1,81.0,91.7,"     $23,343,080","  $76,135",    307.0,32.0,31.0,96.9,  16.1,  77.4,   6.5,   0.0,"          $55,080,005.07","           4,175.1","              $13,192.50","          $60,588,390.40","           4,266.2","              $14,201.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         116,67.0,          21,12.0,          95,55.0,          55,32.0,           2,1.0,         173,508.7,43.8,         109,77.0,         107,62.0,          14,8.0,          93,54.0,          61,35.0,           5,3.0,         173,505.5,48.2,         109,75.0,Not requiring assistance or intervention,Partially meeting targets,74.0,71.0
Reading: Arthur W Coolidge Middle,02460305,Public School,Reading,MA,01867,"06,07,08",Reading,02460000,Public School District,       0,       0,       0,       0,       0,       0,       0,     172,     152,     152,       0,       0,       0,       0,       0,     476,       6,1.3,       0,0.0,      87,18.3,     111,23.3,      37,7.8,1.9,4.6,2.5,88.7,0.0,0.2,2.1,54.0,46.0,     198,22.2,        474,37.6,100.0,  12.7 to 1,85.4,89.4,"     $23,343,080","  $76,135",    307.0,48.0,48.0,100.0,  56.3,  41.7,   2.1,   0.0,"          $55,080,005.07","           4,175.1","              $13,192.50","          $60,588,390.40","           4,266.2","              $14,201.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         362,77.0,         116,25.0,         246,52.0,          89,19.0,          20,4.0,         471,515.8,67.3,         461,95.0,         345,73.0,          69,15.0,         276,59.0,         104,22.0,          21,4.0,         470,510.6,65.2,         459,89.0,Not requiring assistance or intervention,Meeting targets,91.0,87.0
Reading: Birch Meadow,02460005,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      60,      65,      62,      64,      65,      54,       0,       0,       0,       0,       0,       0,       0,       0,     370,       3,0.8,       1,0.3,      61,16.5,      80,21.6,      22,5.9,1.1,3.8,0.8,91.6,0.0,0.0,2.7,56.2,43.8,      84,20.4,        367,30.6,100.0,  12.1 to 1,77.1,96.7,"     $23,343,080","  $76,135",    307.0,37.0,37.0,100.0,   5.4,  91.9,   2.7,   0.0,"          $55,080,005.07","           4,175.1","              $13,192.50","          $60,588,390.40","           4,266.2","              $14,201.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         126,70.0,          22,12.0,         104,57.0,          53,29.0,           2,1.0,         181,508.6,49.8,         113,77.0,         114,63.0,          14,8.0,         100,55.0,          63,35.0,           4,2.0,         181,505.7,45.5,         113,76.0,Not requiring assistance or intervention,Partially meeting targets,75.0,72.0
Reading: J Warren Killam,02460017,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      66,      67,      81,      61,      68,      77,       0,       0,       0,       0,       0,       0,       0,       0,     420,      20,4.8,      14,3.3,      59,14.0,      99,23.6,      40,9.5,3.3,6.9,1.2,86.9,0.0,0.0,1.7,55.7,44.3,      93,20.9,        425,29.0,100.0,  14.5 to 1,86.7,96.5,"     $23,343,080","  $76,135",    307.0,38.0,37.0,97.4,   5.4,  91.9,   2.7,   0.0,"          $55,080,005.07","           4,175.1","              $13,192.50","          $60,588,390.40","           4,266.2","              $14,201.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         136,66.0,          22,11.0,         114,56.0,          63,31.0,           6,3.0,         205,507.3,52.8,         144,73.0,         112,55.0,          12,6.0,         100,49.0,          83,40.0,          10,5.0,         205,502.9,53.3,         144,65.0,Not requiring assistance or intervention,Meeting targets,78.0,90.0
Reading: Joshua Eaton,02460010,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      59,      41,      70,      77,      61,      80,       0,       0,       0,       0,       0,       0,       0,       0,     388,      11,2.8,       7,1.8,      46,11.9,      81,20.9,      41,10.6,4.9,6.2,5.2,78.4,0.3,0.0,5.2,50.5,49.5,      89,19.2,        382,28.5,100.0,  13.6 to 1,84.6,93.0,"     $23,343,080","  $76,135",    307.0,39.0,38.0,97.4,   7.9,  84.2,   7.9,   0.0,"          $55,080,005.07","           4,175.1","              $13,192.50","          $60,588,390.40","           4,266.2","              $14,201.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         138,65.0,          26,12.0,         112,53.0,          63,30.0,          11,5.0,         212,506.7,60.7,         132,71.0,         132,62.0,          21,10.0,         111,52.0,          62,29.0,          18,8.0,         212,504.3,58.3,         130,70.0,Not requiring assistance or intervention,Meeting targets,81.0,93.0
Reading: RISE PreSchool,02460001,Public School,Reading,MA,01867,PK,Reading,02460000,Public School District,      94,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      94,       0,0.0,       0,0.0,      30,31.9,      32,34.0,       8,8.5,2.1,7.4,7.4,80.9,0.0,0.0,2.1,62.8,37.2,      18,12.6,        113,7.3,100.0,  12.9 to 1,91.8,100.0,"     $23,343,080","  $76,135",    307.0,11.0,11.0,100.0,-,-,-,-,"          $55,080,005.07","           4,175.1","              $13,192.50","          $60,588,390.40","           4,266.2","              $14,201.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,Insufficient data,,
Reading: Reading Memorial High,02460505,Public School,Reading,MA,01867,"09,10,11,12",Reading,02460000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     325,     306,     331,     273,       0,"   1,235",      29,2.3,       6,0.5,     209,16.9,     277,22.4,      94,7.6,2.6,4.7,1.8,89.7,0.2,0.0,1.0,49.6,50.4,     584,18.0,"      1,231",81.9,100.0,  15.1 to 1,89.9,96.8,"     $23,343,080","  $76,135",    307.0,108.0,107.0,99.1,   2.8,  96.3,   0.9,   0.0,"          $55,080,005.07","           4,175.1","              $13,192.50","          $60,588,390.40","           4,266.2","              $14,201.96",       268,98.5,1.1,0.0,0.0,0.4,0.0,"   1,235",2.0,0.2,269.0,250.0,92.9,0.0,52.8,6.4,40.8,6.0,8.4,16.4,269.0,250.0,92.9,     199,     386,103.0,47.0,19.0,18.0,12.0,19.0,48.0,113.0,126.0,80.0,17.4,82.6,414.0,580.0,587.0,         598,         368,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not requiring assistance or intervention,Partially meeting targets,52.0,31.0
Reading: Walter S Parker Middle,02460310,Public School,Reading,MA,01867,"06,07,08",Reading,02460000,Public School District,       0,       0,       0,       0,       0,       0,       0,     188,     201,     174,       0,       0,       0,       0,       0,     563,      17,3.0,       5,0.9,      76,13.5,     128,22.7,      63,11.2,3.0,6.6,2.7,85.6,0.2,0.0,2.0,50.3,49.7,     243,21.7,        559,46.3,100.0,  12.2 to 1,91.4,93.5,"     $23,343,080","  $76,135",    307.0,55.0,53.0,96.4,  17.0,  81.1,   1.9,   0.0,"          $55,080,005.07","           4,175.1","              $13,192.50","          $60,588,390.40","           4,266.2","              $14,201.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         368,67.0,          71,13.0,         297,54.0,         156,28.0,          28,5.0,         552,507.5,51.9,         546,73.0,         339,62.0,          58,11.0,         281,51.0,         193,35.0,          17,3.0,         549,505.7,57.5,         541,76.0,Not requiring assistance or intervention,Partially meeting targets,77.0,55.0
Reading: Wood End Elementary School,02460020,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      41,      45,      48,      69,      46,      41,       0,       0,       0,       0,       0,       0,       0,       0,     290,       5,1.7,       3,1.0,      45,15.5,      63,21.7,      23,7.9,2.4,3.4,2.8,89.3,0.0,0.0,2.1,52.8,47.2,      55,22.6,        290,20.3,100.0,  14.3 to 1,92.6,100.0,"     $23,343,080","  $76,135",    307.0,26.0,26.0,100.0,  42.3,  57.7,   0.0,   0.0,"          $55,080,005.07","           4,175.1","              $13,192.50","          $60,588,390.40","           4,266.2","              $14,201.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          97,63.0,          23,15.0,          74,48.0,          49,32.0,           8,5.0,         154,508.3,52.0,          86,76.0,          95,63.0,          10,7.0,          85,56.0,          49,32.0,           8,5.0,         152,504.0,49.5,          85,69.0,Not requiring assistance or intervention,Partially meeting targets,77.0,72.0
Revere: A. C. Whelan Elementary School,02480003,Public School,Revere,MA,02151,"K,01,02,03,04,05",Revere,02480000,Public School District,       0,     118,     128,     119,     123,     136,     129,       0,       0,       0,       0,       0,       0,       0,       0,     753,     395,52.5,     152,20.2,     137,18.2,     524,69.6,     377,50.1,3.5,5.2,43.6,45.8,0.1,0.1,1.7,53.3,46.7,     551,23.5,        780,50.0,100.0,  15.1 to 1,82.0,94.0,"     $45,267,691","  $84,031",    539.0,61.0,59.0,96.7,  15.3,  81.4,   3.4,   0.0,"         $100,063,019.07","           7,568.3","              $13,221.33","         $119,116,803.83","           8,060.4","              $14,778.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         178,48.0,          22,6.0,         156,42.0,         167,45.0,          27,7.0,         372,499.4,46.1,         242,40.0,         154,41.0,          17,5.0,         137,37.0,         175,47.0,          43,12.0,         372,496.4,41.7,         241,39.0,Not requiring assistance or intervention,Partially meeting targets,39.0,40.0
Revere: Abraham Lincoln,02480025,Public School,Revere,MA,02151,"PK,K,01,02,03,04,05",Revere,02480000,Public School District,      90,     103,      97,      96,      84,     110,     115,       0,       0,       0,       0,       0,       0,       0,       0,     695,     416,59.9,     226,32.5,     114,16.4,     497,71.5,     332,47.8,4.0,4.3,48.2,42.0,0.0,0.0,1.4,52.1,47.9,     535,19.0,        717,42.0,100.0,  16.5 to 1,73.8,92.9,"     $45,267,691","  $84,031",    539.0,49.0,48.0,98.0,   2.1,  81.3,  14.6,   2.1,"         $100,063,019.07","           7,568.3","              $13,221.33","         $119,116,803.83","           8,060.4","              $14,778.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         132,45.0,          22,7.0,         110,37.0,         134,46.0,          28,10.0,         294,498.2,47.7,         211,36.0,         120,41.0,          11,4.0,         109,37.0,         122,42.0,          51,17.0,         293,492.1,38.3,         210,25.0,Not requiring assistance or intervention,Partially meeting targets,20.0,47.0
Revere: Beachmont Veterans Memorial School,02480013,Public School,Revere,MA,02151,"PK,K,01,02,03,04,05",Revere,02480000,Public School District,      38,      62,      58,      52,      49,      54,      61,       0,       0,       0,       0,       0,       0,       0,       0,     374,     236,63.1,     125,33.4,      69,18.4,     287,76.7,     190,50.8,3.7,1.9,48.4,44.7,0.0,0.0,1.3,54.8,45.2,     349,16.1,        390,31.1,100.0,  12.0 to 1,84.1,95.7,"     $45,267,691","  $84,031",    539.0,38.0,37.0,97.4,  18.9,  70.3,  10.8,   0.0,"         $100,063,019.07","           7,568.3","              $13,221.33","         $119,116,803.83","           8,060.4","              $14,778.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         103,67.0,          21,14.0,          82,53.0,          50,32.0,           1,1.0,         154,509.0,46.8,         107,78.0,         102,66.0,          19,12.0,          83,54.0,          50,32.0,           2,1.0,         154,506.8,51.5,         107,79.0,Not requiring assistance or intervention,Meeting targets,72.0,83.0
Revere: CityLab Innovation High School,02480520,Public School,Revere,MA,02151,"09,10,11,12",Revere,02480000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      23,      22,      25,      12,       0,      82,      36,43.9,       5,6.1,      19,23.2,      57,69.5,      45,54.9,8.5,1.2,58.5,26.8,0.0,0.0,4.9,67.1,32.9,      96,8.5,         96,13.0,100.0,   6.3 to 1,52.5,79.5,"     $45,267,691","  $84,031",    539.0,24.0,24.0,100.0,   8.3,  83.3,   8.3,   0.0,"         $100,063,019.07","           7,568.3","              $13,221.33","         $119,116,803.83","           8,060.4","              $14,778.03",        61,29.5,16.4,1.6,3.3,49.2,0.0,      82,21.0,25.6,24.0,5.0,20.8,0.0,20.0,60.0,20.0,60.0,20.0,0.0,24.0,24.0,100.0,,,,,,,,,,,,,,,,,,          34,           0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,Insufficient data,,
Revere: Garfield Elementary School,02480056,Public School,Revere,MA,02151,"PK,K,01,02,03,04,05",Revere,02480000,Public School District,      63,     106,     130,     125,     107,     116,     121,       0,       0,       0,       0,       0,       0,       0,       0,     768,     575,74.9,     332,43.2,     101,13.2,     613,79.8,     428,55.7,2.7,6.6,62.9,26.3,0.0,0.0,1.4,51.0,49.0,     599,20.0,        782,53.2,100.0,  14.4 to 1,86.8,97.2,"     $45,267,691","  $84,031",    539.0,63.0,63.0,100.0,   0.0,  96.8,   3.2,   0.0,"         $100,063,019.07","           7,568.3","              $13,221.33","         $119,116,803.83","           8,060.4","              $14,778.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         124,38.0,          17,5.0,         107,33.0,         168,52.0,          34,10.0,         326,495.8,45.3,         208,28.0,         138,43.0,          16,5.0,         122,38.0,         142,44.0,          44,14.0,         324,495.2,42.0,         207,35.0,Not requiring assistance or intervention,Partially meeting targets,23.0,51.0
Revere: Garfield Middle School,02480057,Public School,Revere,MA,02151,"06,07,08",Revere,02480000,Public School District,       0,       0,       0,       0,       0,       0,       0,     183,     181,     174,       0,       0,       0,       0,       0,     538,     344,63.9,      84,15.6,      59,11.0,     336,62.5,     258,48.0,2.8,5.9,56.1,33.1,0.2,0.0,1.9,50.9,49.1,     365,21.0,        555,44.5,100.0,  12.1 to 1,70.8,74.2,"     $45,267,691","  $84,031",    539.0,55.0,55.0,100.0,   9.1,  81.8,   9.1,   0.0,"         $100,063,019.07","           7,568.3","              $13,221.33","         $119,116,803.83","           8,060.4","              $14,778.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         201,40.0,          44,9.0,         157,31.0,         224,44.0,          83,16.0,         508,494.4,48.0,         474,23.0,         202,40.0,          17,3.0,         185,36.0,         245,48.0,          60,12.0,         507,494.6,52.6,         472,32.0,Not requiring assistance or intervention,Partially meeting targets,23.0,37.0
Revere: Paul Revere,02480050,Public School,Revere,MA,02151,"K,01,02,03,04,05",Revere,02480000,Public School District,       0,      71,      80,      81,      74,      86,      80,       0,       0,       0,       0,       0,       0,       0,       0,     472,     276,58.5,     138,29.2,      81,17.2,     321,68.0,     237,50.2,3.4,5.7,43.2,43.2,0.0,0.0,4.4,49.4,50.6,     398,20.4,        493,36.0,100.0,  13.1 to 1,80.6,97.2,"     $45,267,691","  $84,031",    539.0,42.0,42.0,100.0,   7.1,  90.5,   2.4,   0.0,"         $100,063,019.07","           7,568.3","              $13,221.33","         $119,116,803.83","           8,060.4","              $14,778.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         141,62.0,          15,7.0,         126,56.0,          78,35.0,           7,3.0,         226,504.4,50.4,         149,61.0,         117,52.0,          22,10.0,          95,42.0,          98,43.0,          11,5.0,         226,502.7,53.9,         149,64.0,Not requiring assistance or intervention,Meeting targets,71.0,76.0
Revere: Revere High,02480505,Public School,Revere,MA,02151,"09,10,11,12",Revere,02480000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     614,     443,     481,     446,       7,"   1,991","   1,243",62.4,     323,16.2,     204,10.2,"   1,172",58.9,     939,47.2,4.0,6.2,56.3,31.0,0.6,0.0,1.9,50.7,49.3,     872,20.7,"      2,039",129.2,97.7,  15.4 to 1,81.9,94.6,"     $45,267,691","  $84,031",    539.0,156.0,153.0,98.1,   5.2,  86.3,   8.5,   0.0,"         $100,063,019.07","           7,568.3","              $13,221.33","         $119,116,803.83","           8,060.4","              $14,778.03",       492,86.8,4.9,4.9,0.0,3.5,0.0,"   1,984",25.0,1.3,436.0,304.0,69.7,0.3,29.9,33.9,35.9,33.6,14.1,20.1,436.0,436.0,100.0,     319,     531,166.0,107.0,34.0,11.0,1.0,91.0,90.0,137.0,123.0,90.0,34.1,65.9,571.0,501.0,508.0,         934,         668,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not requiring assistance or intervention,Partially meeting targets,18.0,16.0
Revere: Rumney Marsh Academy,02480014,Public School,Revere,MA,02151,"06,07,08",Revere,02480000,Public School District,       0,       0,       0,       0,       0,       0,       0,     205,     195,     197,       0,       0,       0,       0,       0,     597,     339,56.8,      23,3.9,     134,22.4,     351,58.8,     286,47.9,4.0,4.2,46.4,41.9,0.7,0.2,2.7,53.3,46.7,     277,21.7,        608,48.2,100.0,  12.4 to 1,73.0,85.5,"     $45,267,691","  $84,031",    539.0,58.0,57.0,98.3,   5.3,  82.5,  12.3,   0.0,"         $100,063,019.07","           7,568.3","              $13,221.33","         $119,116,803.83","           8,060.4","              $14,778.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         280,48.0,          62,11.0,         218,37.0,         215,37.0,          87,15.0,         582,497.5,47.7,         571,33.0,         218,38.0,          44,8.0,         174,30.0,         271,47.0,          92,16.0,         581,493.5,45.4,         568,29.0,Not requiring assistance or intervention,Partially meeting targets,20.0,11.0
Revere: Staff Sargent James J. Hill Elementary School,02480035,Public School,Revere,MA,02151,"K,01,02,03,04,05",Revere,02480000,Public School District,       0,     117,     104,     116,     111,     131,     133,       0,       0,       0,       0,       0,       0,       0,       0,     712,     475,66.7,     239,33.6,      98,13.8,     521,73.2,     379,53.2,4.9,2.7,61.9,27.1,0.4,0.0,2.9,47.1,52.9,     598,20.3,        734,45.5,100.0,  15.6 to 1,89.0,93.4,"     $45,267,691","  $84,031",    539.0,52.0,52.0,100.0,   9.6,  88.5,   1.9,   0.0,"         $100,063,019.07","           7,568.3","              $13,221.33","         $119,116,803.83","           8,060.4","              $14,778.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         209,59.0,          27,8.0,         182,52.0,         119,34.0,          24,7.0,         352,504.2,55.4,         231,60.0,         170,48.0,          16,5.0,         154,44.0,         142,40.0,          39,11.0,         351,498.9,44.3,         230,49.0,Not requiring assistance or intervention,Partially meeting targets,61.0,65.0
