School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Swansea: Mark G Hoyle Elementary,02920017,Public School,Swansea,MA,02777,"PK,K,01,02",Swansea,02920000,Public School District,      35,      84,      65,      61,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     245,       3,   1.2,       0,   0.0,      33,  13.5,      75,  30.6, , ,   0.8,   0.0,   1.6,  95.5,   0.4,   0.0,   1.6,  53.5,  46.5,     112,18.8,        256,17.4,100.0,     107,100.0,  14.1 to 1,"      $9,618,748","  $62,459",    154.0,26.0,      10,  38.5,   0.0,  90.0,  10.0,   0.0,"          $23,731,196.81","           2,050.8","              $11,571.68","          $24,514,725.57","           2,090.4","              $11,727.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEC Connections Academy Commonwealth Virtual School District: TEC Connections Academy Commonwealth Virtual School,39020900,Public School,East Walpole,MA,02032,"K,01,02,03,04,05,06,07,08,09,10,11,12",TEC Connections Academy Commonwealth Virtual School District,39020000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tantasqua: Tantasqua Regional Jr High,07700405,Public School,Fiskdale,MA,01518,"07,08",Tantasqua,07700000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     291,     323,       0,       0,       0,       0,       0,     614,       7,   1.1,       0,   0.0,      85,  13.8,     202,  32.9, , ,   0.5,   1.8,   4.6,  89.9,   0.3,   0.0,   2.9,  47.9,  52.1,     298,22.4,        624,47.7,97.9,     191,100.0,  12.9 to 1,"     $10,350,009","  $72,530",    142.7,,,,,,,,"          $22,277,009.00","           1,762.1","              $12,642.31","          $22,427,248.00","           1,808.2","              $12,403.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
Tantasqua: Tantasqua Regional Sr High,07700505,Public School,Fiskdale,MA,01518,"09,10,11,12",Tantasqua,07700000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     187,     197,     183,     212,       5,     784,       3,   0.4,       0,   0.0,      57,   7.3,     177,  22.6, , ,   0.6,   1.9,   3.6,  90.7,   0.5,   0.0,   2.7,  45.3,  54.7,     697,13.5,"      1,175",81.4,99.4,     541,100.0,   9.6 to 1,"     $10,350,009","  $72,530",    142.7,,,,,,,,"          $22,277,009.00","           1,762.1","              $12,642.31","          $22,427,248.00","           1,808.2","              $12,403.08",214.0,94.9,1.9,0.5,0.9,1.9,0.0,     779,4.0,0.5,,,,,,,,,,,212.0,164.0,77.4,113.0,     166,72.0,30.0,10.0,1.0,0.0,6.0,27.0,45.0,45.0,43.0,19.9,80.1,166.0,531.0,556.0,56.0
Tantasqua: Tantasqua Regional Vocational,07700605,Public School,Fiskdale,MA,01518,"09,10,11,12",Tantasqua,07700000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     129,     118,      87,      71,       0,     405,       2,   0.5,       0,   0.0,      80,  19.8,     187,  46.2, , ,   0.5,   1.0,   4.9,  91.9,   0.7,   0.0,   1.0,  67.9,  32.1,      64,9.9,        389,13.6,92.6,       0,0.0,  29.8 to 1,"     $10,350,009","  $72,530",    142.7,,,,,,,,"          $22,277,009.00","           1,762.1","              $12,642.31","          $22,427,248.00","           1,808.2","              $12,403.08",75.0,89.3,6.7,0.0,2.7,1.3,0.0,     405,1.0,0.2,,,,,,,,,,,68.0,11.0,16.2,3.0,,,,,,,,,,,,,,28.0,474.0,531.0,24.0
Taunton: Benjamin Friedman Middle,02930315,Public School,Taunton,MA,02780,"05,06,07",Taunton,02930000,Public School District,       0,       0,       0,       0,       0,       0,     249,     259,     241,       0,       0,       0,       0,       0,       0,     749,      44,   5.9,       3,   0.4,     134,  17.9,     373,  49.8, , ,   7.1,   1.3,   8.1,  78.6,   0.0,   0.0,   4.8,  51.0,  49.0,     372,20.2,        738,45.4,100.0,     280,100.0,  16.5 to 1,"     $36,396,830","  $73,514",    495.1,,,,,,,,"          $86,479,270.59","           7,693.5","              $11,240.56","          $94,436,925.64","           7,927.1","              $11,913.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
Taunton: East Taunton Elementary,02930010,Public School,East Taunton,MA,02718,"PK,K,01,02,03,04",Taunton,02930000,Public School District,       4,     108,     110,     122,     138,     116,       0,       0,       0,       0,       0,       0,       0,       0,       0,     598,      33,   5.5,      21,   3.5,     125,  20.9,     327,  54.7, , ,   9.2,   2.3,   8.2,  76.6,   0.2,   0.0,   3.5,  52.2,  47.8,     240,19.9,        614,41.8,100.0,     210,100.0,  14.3 to 1,"     $36,396,830","  $73,514",    495.1,,,,,,,,"          $86,479,270.59","           7,693.5","              $11,240.56","          $94,436,925.64","           7,927.1","              $11,913.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0
Taunton: Edmund Hatch Bennett,02930007,Public School,Taunton,MA,02780,"K,01,02,03,04",Taunton,02930000,Public School District,       0,      56,      71,      62,      74,      56,       0,       0,       0,       0,       0,       0,       0,       0,       0,     319,      11,   3.4,       4,   1.3,      44,  13.8,     130,  40.8, , ,   3.4,   2.5,   6.0,  84.6,   0.6,   0.3,   2.5,  46.4,  53.6,     117,21.4,        320,21.2,100.0,     102,100.0,  15.0 to 1,"     $36,396,830","  $73,514",    495.1,,,,,,,,"          $86,479,270.59","           7,693.5","              $11,240.56","          $94,436,925.64","           7,927.1","              $11,913.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
Taunton: Edward F. Leddy Preschool,02930005,Public School,Taunton,MA,02780,PK,Taunton,02930000,Public School District,     273,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     273,      14,   5.1,       0,   0.0,     131,  48.0,     162,  59.3, , ,   9.2,   1.5,   9.9,  72.9,   0.4,   0.0,   6.2,  61.9,  38.1,      18,17.9,        322,9.0,88.9,      18,88.9,  30.3 to 1,"     $36,396,830","  $73,514",    495.1,,,,,,,,"          $86,479,270.59","           7,693.5","              $11,240.56","          $94,436,925.64","           7,927.1","              $11,913.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taunton: Elizabeth Pole,02930027,Public School,Taunton,MA,02780,"K,01,02,03,04",Taunton,02930000,Public School District,       0,     117,     130,     114,     127,     116,       0,       0,       0,       0,       0,       0,       0,       0,       0,     604,      60,   9.9,      30,   5.0,     108,  17.9,     430,  71.2, , ,  14.9,   1.0,  16.9,  61.8,   0.3,   0.2,   5.0,  50.5,  49.5,     219,21.2,        595,40.4,100.0,     203,100.0,  15.0 to 1,"     $36,396,830","  $73,514",    495.1,,,,,,,,"          $86,479,270.59","           7,693.5","              $11,240.56","          $94,436,925.64","           7,927.1","              $11,913.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
Taunton: H H Galligan,02930057,Public School,Taunton,MA,02780,"K,01,02,03,04",Taunton,02930000,Public School District,       0,      61,      62,      49,      52,      47,       0,       0,       0,       0,       0,       0,       0,       0,       0,     271,      36,  13.3,      22,   8.1,      49,  18.1,     228,  84.1, , ,  11.8,   2.2,  22.5,  56.5,   0.4,   0.0,   6.6,  53.1,  46.9,     100,20.0,        257,23.6,100.0,      87,100.0,  11.5 to 1,"     $36,396,830","  $73,514",    495.1,,,,,,,,"          $86,479,270.59","           7,693.5","              $11,240.56","          $94,436,925.64","           7,927.1","              $11,913.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
Taunton: James L. Mulcahey Elementary School,02930015,Public School,Taunton,MA,02780,"PK,K,01,02,03,04",Taunton,02930000,Public School District,       0,     101,      82,      85,      93,      83,       0,       0,       0,       0,       0,       0,       0,       0,       0,     444,      38,   8.6,      21,   4.7,      90,  20.3,     332,  74.8, , ,  13.3,   0.2,  14.0,  67.1,   0.0,   0.0,   5.4,  51.8,  48.2,     155,22.5,        447,31.5,100.0,     135,100.0,  14.1 to 1,"     $36,396,830","  $73,514",    495.1,,,,,,,,"          $86,479,270.59","           7,693.5","              $11,240.56","          $94,436,925.64","           7,927.1","              $11,913.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taunton: John F Parker Middle,02930305,Public School,Taunton,MA,02780,"05,06,07",Taunton,02930000,Public School District,       0,       0,       0,       0,       0,       0,     140,     141,     118,       0,       0,       0,       0,       0,       0,     399,      49,  12.3,       8,   2.0,      73,  18.3,     278,  69.7, , ,  12.8,   2.5,  15.3,  64.9,   0.0,   0.3,   4.3,  51.6,  48.4,     194,20.8,        405,30.1,100.0,     148,100.0,  13.3 to 1,"     $36,396,830","  $73,514",    495.1,,,,,,,,"          $86,479,270.59","           7,693.5","              $11,240.56","          $94,436,925.64","           7,927.1","              $11,913.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0
Taunton: Joseph C Chamberlain,02930008,Public School,Taunton,MA,02780,"PK,K,01,02,03,04",Taunton,02930000,Public School District,       0,     103,     109,      95,     107,     112,       0,       0,       0,       0,       0,       0,       0,       0,       0,     526,      17,   3.2,       8,   1.5,      86,  16.3,     243,  46.2, , ,   3.6,   1.0,   7.6,  83.8,   0.4,   0.0,   3.6,  49.8,  50.2,     188,22.3,        537,31.1,100.0,     164,97.0,  16.9 to 1,"     $36,396,830","  $73,514",    495.1,,,,,,,,"          $86,479,270.59","           7,693.5","              $11,240.56","          $94,436,925.64","           7,927.1","              $11,913.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
Taunton: Joseph H Martin,02930042,Public School,East Taunton,MA,02718,"05,06,07",Taunton,02930000,Public School District,       0,       0,       0,       0,       0,       0,     220,     214,     231,       0,       0,       0,       0,       0,       0,     665,      56,   8.4,      14,   2.1,     114,  17.1,     374,  56.2, , ,   8.1,   2.1,   9.2,  77.9,   0.0,   0.2,   2.6,  51.3,  48.7,     327,22.7,        675,38.8,100.0,     239,99.6,  17.1 to 1,"     $36,396,830","  $73,514",    495.1,,,,,,,,"          $86,479,270.59","           7,693.5","              $11,240.56","          $94,436,925.64","           7,927.1","              $11,913.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
Taunton: Taunton Alternative High School,02930525,Public School,Taunton,MA,02780,"08,09,10,11,12",Taunton,02930000,Public School District,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , , ,,,,,,,,,"     $36,396,830","  $73,514",    495.1,,,,,,,,"          $86,479,270.59","           7,693.5","              $11,240.56","          $94,436,925.64","           7,927.1","              $11,913.17",,,,,,,,,,,,,,,,,,,,,54.0,0.0,0.0,,,,,,,,,,,,,,,,,,
Taunton: Taunton High,02930505,Public School,Taunton,MA,02780,"08,09,10,11,12",Taunton,02930000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,     623,     505,     439,     441,     370,      10,"   2,388",     197,   8.2,      22,   0.9,     383,  16.0,"   1,182",  49.5, , ,   9.0,   1.3,  11.6,  73.2,   0.5,   0.1,   4.3,  50.3,  49.7,     940,18.5,"      2,235",151.3,98.0,     688,100.0,  15.8 to 1,"     $36,396,830","  $73,514",    495.1,,,,,,,,"          $86,479,270.59","           7,693.5","              $11,240.56","          $94,436,925.64","           7,927.1","              $11,913.17",406.0,84.0,2.2,0.5,2.5,10.8,0.0,"   1,755",36.0,2.1,,,,,,,,,,,344.0,0.0,0.0,123.0,     220,57.0,39.0,23.0,4.0,0.0,28.0,49.0,80.0,38.0,25.0,35.0,65.0,227.0,486.0,500.0,26.0
Tewksbury: Center Elementary School,02950030,Public School,Tewksbury,MA,01876,"02,03,04",Tewksbury,02950000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $17,514,032","  $70,593",    248.1,,,,,,,,"          $46,345,803.75","           3,794.0","              $12,215.55","          $52,266,284.01","           3,971.4","              $13,160.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tewksbury: Heath-Brook,02950010,Public School,Tewksbury,MA,01876,"K,01",Tewksbury,02950000,Public School District,       0,     114,     126,     124,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     364,       3,   0.8,       0,   0.0,      56,  15.4,     108,  29.7, , ,   0.0,   3.0,   2.2,  93.4,   0.0,   0.0,   1.4,  51.4,  48.6,     141,16.7,        368,21.2,100.0,     135,100.0,  17.2 to 1,"     $17,514,032","  $70,593",    248.1,,,,,,,,"          $46,345,803.75","           3,794.0","              $12,215.55","          $52,266,284.01","           3,971.4","              $13,160.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tewksbury: John F. Ryan,02950023,Public School,Tewksbury,MA,01876,"05,06",Tewksbury,02950000,Public School District,       0,       0,       0,       0,       0,       0,     312,     337,       0,       0,       0,       0,       0,       0,       0,     649,       6,   0.9,       3,   0.5,     127,  19.6,     197,  30.4, , ,   1.2,   1.8,   2.0,  94.8,   0.0,   0.0,   0.2,  53.8,  46.2,     293,22.3,        663,48.5,97.9,     203,100.0,  13.4 to 1,"     $17,514,032","  $70,593",    248.1,,,,,,,,"          $46,345,803.75","           3,794.0","              $12,215.55","          $52,266,284.01","           3,971.4","              $13,160.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
Tewksbury: John W. Wynn Middle,02950305,Public School,Tewksbury,MA,01876,"07,08",Tewksbury,02950000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     344,     370,       0,       0,       0,       0,       0,     714,       4,   0.6,       1,   0.1,     113,  15.8,     189,  26.5, , ,   1.0,   1.3,   2.0,  95.5,   0.1,   0.1,   0.0,  50.3,  49.7,     284,24.0,        723,48.0,97.9,     195,99.0,  14.9 to 1,"     $17,514,032","  $70,593",    248.1,,,,,,,,"          $46,345,803.75","           3,794.0","              $12,215.55","          $52,266,284.01","           3,971.4","              $13,160.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0
Tewksbury: L F Dewing,02950001,Public School,Tewksbury,MA,01876,"PK,K,01",Tewksbury,02950000,Public School District,     110,     141,     152,     155,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     558,      10,   1.8,       4,   0.7,     114,  20.4,     174,  31.2, , ,   3.2,   4.5,   0.9,  90.3,   0.4,   0.0,   0.7,  56.6,  43.4,     167,18.0,        556,29.7,100.0,     182,100.0,  18.8 to 1,"     $17,514,032","  $70,593",    248.1,,,,,,,,"          $46,345,803.75","           3,794.0","              $12,215.55","          $52,266,284.01","           3,971.4","              $13,160.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tewksbury: Tewksbury Memorial High,02950505,Public School,Tewksbury,MA,01876,"09,10,11,12",Tewksbury,02950000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     248,     234,     211,     203,       6,     902,       7,   0.8,       4,   0.4,      97,  10.8,     218,  24.2, , ,   1.8,   2.1,   1.8,  94.3,   0.0,   0.0,   0.0,  48.7,  51.3,     372,19.0,        903,62.0,100.0,     290,100.0,  14.5 to 1,"     $17,514,032","  $70,593",    248.1,,,,,,,,"          $46,345,803.75","           3,794.0","              $12,215.55","          $52,266,284.01","           3,971.4","              $13,160.67",211.0,88.6,5.2,0.5,2.4,3.3,0.0,     896,7.0,0.8,,,,,,,,,,,189.0,189.0,100.0,128.0,     172,85.0,42.0,1.0,0.0,0.0,17.0,39.0,56.0,38.0,22.0,32.6,67.4,145.0,505.0,512.0,56.0
Tisbury: Tisbury Elementary,02960005,Public School,Vineyard Haven,MA,02568,"PK,K,01,02,03,04,05,06,07,08",Tisbury,02960000,Public School District,       5,      44,      35,      38,      35,      33,      36,      39,      34,      31,       0,       0,       0,       0,       0,     330,      52,  15.8,      22,   6.7,      51,  15.5,     145,  43.9, , ,   3.9,   0.3,  14.5,  72.1,   3.0,   0.0,   6.1,  56.1,  43.9,     263,12.9,        337,35.6,100.0,     181,100.0,   9.3 to 1,"      $2,806,981","  $78,848",     35.6,53.0,      13,  24.5,   0.0,  92.3,   7.7,   0.0,"           $7,202,457.00",             327.6,"              $21,985.52","           $8,156,955.00",             404.0,"              $20,190.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0
Topsfield: Proctor Elementary,02980005,Public School,Topsfield,MA,01983,"04,05,06",Topsfield,02980000,Public School District,       0,       0,       0,       0,       0,      86,      81,      78,       0,       0,       0,       0,       0,       0,       0,     245,       3,   1.2,       0,   0.0,      50,  20.4,      56,  22.9, , ,   0.4,   2.4,   3.3,  93.1,   0.0,   0.0,   0.8,  51.8,  48.2,      72,17.3,        248,19.6,100.0,      95,100.0,  12.5 to 1,"      $3,515,671","  $75,121",     46.8,,,,,,,,"           $8,238,651.64",             599.6,"              $13,740.25","           $8,624,709.64",             608.4,"              $14,176.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0
Topsfield: Steward Elementary,02980010,Public School,Topsfield,MA,01983,"PK,K,01,02,03",Topsfield,02980000,Public School District,      42,      60,      72,      86,      92,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     352,       4,   1.1,       1,   0.3,      66,  18.8,      78,  22.2, , ,   1.1,   0.6,   2.8,  93.5,   0.0,   0.0,   2.0,  50.9,  49.1,      94,14.7,        359,27.1,100.0,     117,100.0,  13.0 to 1,"      $3,515,671","  $75,121",     46.8,,,,,,,,"           $8,238,651.64",             599.6,"              $13,740.25","           $8,624,709.64",             608.4,"              $14,176.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri-County Regional Vocational Technical: Tri-County Regional Vocational Technical,08780605,Public School,Franklin,MA,02038,"09,10,11,12",Tri-County Regional Vocational Technical,08780000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     259,     278,     252,     230,       0,"   1,019",       0,   0.0,       0,   0.0,     289,  28.4,     468,  45.9, , ,   1.3,   0.5,   2.2,  93.5,   0.1,   0.0,   2.5,  56.6,  43.4,     585,17.0,"      1,010",87.6,95.4,     241,100.0,  11.6 to 1,"      $7,220,188","  $78,823",     91.6,105.0,      61,  58.1,   0.0,  77.0,  23.0,   0.0,"          $17,277,375.00","           1,038.2","              $16,641.66","          $17,291,288.00","           1,038.2","              $16,655.06",239.0,92.5,4.2,0.0,0.8,2.5,0.0,"   1,019",7.0,0.7,,,,,,,,,,,225.0,225.0,100.0,44.0,      65,27.0,13.0,4.0,0.0,0.0,24.0,21.0,14.0,5.0,1.0,69.2,30.8,146.0,462.0,473.0,48.0
Triton: Newbury Elementary,07730020,Public School,Newbury,MA,01951,"PK,K,01,02,03,04,05,06",Triton,07730000,Public School District,      53,      56,      80,      78,      81,      76,      98,      92,       0,       0,       0,       0,       0,       0,       0,     614,       4,   0.7,       0,   0.0,      82,  13.4,     126,  20.5, , ,   0.8,   1.6,   2.8,  94.5,   0.2,   0.2,   0.0,  53.7,  46.3,     231,20.8,        607,39.9,100.0,     178,100.0,  15.4 to 1,"     $15,872,983","  $76,570",    207.3,49.0,      46,  93.9,   8.7,  87.0,   4.3,   0.0,"          $36,930,800.38","           2,814.0","              $13,123.95","          $41,202,015.23","           3,063.1","              $13,451.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
Triton: Pine Grove,07730025,Public School,Rowley,MA,01969,"PK,K,01,02,03,04,05,06",Triton,07730000,Public School District,      44,      64,      55,      87,      76,      74,      79,      68,       0,       0,       0,       0,       0,       0,       0,     547,       9,   1.6,       2,   0.4,      70,  12.8,     138,  25.2, , ,   0.7,   1.5,   1.5,  95.1,   0.0,   0.0,   1.3,  50.8,  49.2,     216,19.5,        550,35.9,100.0,     164,100.0,  15.2 to 1,"     $15,872,983","  $76,570",    207.3,46.0,      44,  95.7,  11.4,  88.6,   0.0,   0.0,"          $36,930,800.38","           2,814.0","              $13,123.95","          $41,202,015.23","           3,063.1","              $13,451.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
Triton: Salisbury Elementary,07730015,Public School,Salisbury,MA,01952,"PK,K,01,02,03,04,05,06",Triton,07730000,Public School District,      52,      72,      60,      64,      63,      68,      80,      70,       0,       0,       0,       0,       0,       0,       0,     529,      29,   5.5,      17,   3.2,      90,  17.0,     294,  55.6, , ,   1.1,   4.0,   4.7,  87.1,   0.4,   0.0,   2.6,  49.9,  50.1,     240,17.4,        541,44.2,100.0,     181,100.0,  12.0 to 1,"     $15,872,983","  $76,570",    207.3,59.0,      54,  91.5,   7.4,  90.7,   1.9,   0.0,"          $36,930,800.38","           2,814.0","              $13,123.95","          $41,202,015.23","           3,063.1","              $13,451.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
Triton: Triton Regional High School,07730505,Public School,Byfield,MA,01922,"09,10,11,12",Triton,07730000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     190,     192,     196,     170,       0,     748,      19,   2.5,       3,   0.4,     118,  15.8,     233,  31.1, , ,   0.5,   1.5,   2.7,  94.4,   0.0,   0.0,   0.9,  49.9,  50.1,     380,14.5,        735,58.8,97.6,     303,96.4,  12.7 to 1,"     $15,872,983","  $76,570",    207.3,75.0,      75, 100.0,  13.3,  82.7,   4.0,   0.0,"          $36,930,800.38","           2,814.0","              $13,123.95","          $41,202,015.23","           3,063.1","              $13,451.08",175.0,89.7,5.7,0.0,0.6,4.0,0.0,     748,15.0,2.0,,,,,,,,,,,158.0,158.0,100.0,100.0,     192,45.0,29.0,18.0,5.0,3.0,27.0,31.0,61.0,50.0,23.0,30.2,69.8,131.0,519.0,545.0,62.0
Triton: Triton Regional Middle School,07730405,Public School,Byfield,MA,01922,"07,08",Triton,07730000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     220,     221,       0,       0,       0,       0,       0,     441,      13,   2.9,       4,   0.9,      69,  15.6,     152,  34.5, , ,   0.5,   2.0,   2.0,  94.8,   0.0,   0.0,   0.7,  47.8,  52.2,     225,22.3,        447,28.4,100.0,     146,100.0,  15.5 to 1,"     $15,872,983","  $76,570",    207.3,39.0,      38,  97.4,   7.9,  89.5,   2.6,   0.0,"          $36,930,800.38","           2,814.0","              $13,123.95","          $41,202,015.23","           3,063.1","              $13,451.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
Truro: Truro Central,03000005,Public School,Truro,MA,02666,"PK,K,01,02,03,04,05,06",Truro,03000000,Public School District,      16,      17,      18,      20,      15,      21,      21,      14,       0,       0,       0,       0,       0,       0,       0,     142,       1,   0.7,       0,   0.0,      22,  15.5,      47,  33.1, , ,   4.2,   2.8,   6.3,  83.8,   0.0,   0.0,   2.8,  49.3,  50.7,      87,17.9,        142,15.2,100.0,      73,100.0,   9.3 to 1,"      $1,004,055","  $66,056",     15.2,22.0,      11,  50.0,  54.5,  45.5,   0.0,   0.0,"           $3,696,127.00",             139.4,"              $26,514.54","           $5,209,922.00",             222.3,"              $23,436.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0
Tyngsborough: Tyngsborough Elementary,03010020,Public School,Tyngsborough,MA,01879,"PK,K,01,02,03,04,05",Tyngsborough,03010000,Public School District,      75,     104,     136,     138,     143,     136,     156,       0,       0,       0,       0,       0,       0,       0,       0,     888,      34,   3.8,       4,   0.5,     109,  12.3,     195,  22.0, , ,   1.0,   6.8,   4.8,  83.4,   0.2,   0.0,   3.7,  49.4,  50.6,     317,20.8,        906,57.2,100.0,     244,100.0,  15.5 to 1,"      $9,108,491","  $67,974",    134.0,74.0,      41,  55.4,-,-,-,-,"          $21,268,594.00","           1,839.9","              $11,559.65","          $23,876,958.79","           1,975.6","              $12,085.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0
Tyngsborough: Tyngsborough High School,03010505,Public School,Tyngsborough,MA,01879,"09,10,11,12",Tyngsborough,03010000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     134,     137,     120,     128,       0,     519,      15,   2.9,       0,   0.0,      49,   9.4,      78,  15.0, , ,   0.8,   4.0,   3.1,  89.8,   0.2,   0.0,   2.1,  52.8,  47.2,     411,16.5,        527,40.0,100.0,     318,98.4,  13.0 to 1,"      $9,108,491","  $67,974",    134.0,52.0,      30,  57.7,   0.0,  96.7,   3.3,   0.0,"          $21,268,594.00","           1,839.9","              $11,559.65","          $23,876,958.79","           1,975.6","              $12,085.93",128.0,95.3,0.8,0.0,1.6,2.3,0.0,     519,4.0,0.8,,,,,,,,,,,124.0,124.0,100.0,102.0,     148,66.0,27.0,8.0,1.0,0.0,22.0,32.0,49.0,30.0,15.0,36.5,63.5,110.0,515.0,546.0,76.0
Tyngsborough: Tyngsborough Middle,03010305,Public School,Tyngsborough,MA,01879,"06,07,08",Tyngsborough,03010000,Public School District,       0,       0,       0,       0,       0,       0,       0,     146,     155,     159,       0,       0,       0,       0,       0,     460,       5,   1.1,       1,   0.2,      59,  12.8,      89,  19.3, , ,   1.7,   5.2,   3.3,  87.4,   0.0,   0.2,   2.2,  49.3,  50.7,     236,21.9,        462,36.8,94.6,     145,91.7,  12.5 to 1,"      $9,108,491","  $67,974",    134.0,49.0,      26,  53.1,   3.8,  96.2,   0.0,   0.0,"          $21,268,594.00","           1,839.9","              $11,559.65","          $23,876,958.79","           1,975.6","              $12,085.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
