School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Pittsfield: John T Reid Middle,02360305,Public School,Pittsfield,MA,01201,"06,07,08",Pittsfield,02360000,Public School District,       0,       0,       0,       0,       0,       0,       0,     207,     216,     230,       0,       0,       0,       0,0.0,     653,      41,   6.3,      33,   5.1,     135,  20.7, , , , ,  12.6,   1.4,   6.6,  76.6,   0.5,   0.0,   2.5,  51.6,  48.4,63.6,96.9,     252,96.0,  10.3 to 1,"     $27,750,135","  $53,461",    519.1,"          $76,823,505.00","           6,200.5","              $12,389.83","          $80,803,444.00","           6,623.3","              $12,199.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield: Morningside Community School,02360055,Public School,Pittsfield,MA,01201,"PK,K,01,02,03,04,05",Pittsfield,02360000,Public School District,      30,      72,      61,      66,      59,      60,      62,       0,       0,       0,       0,       0,       0,       0,0.0,     410,      44,  10.7,      38,   9.3,      57,  13.9, , , , ,  13.4,   2.0,  16.3,  64.1,   0.2,   0.0,   3.9,  55.4,  44.6,33.0,90.9,     134,91.0,  12.4 to 1,"     $27,750,135","  $53,461",    519.1,"          $76,823,505.00","           6,200.5","              $12,389.83","          $80,803,444.00","           6,623.3","              $12,199.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield: Pittsfield High,02360505,Public School,Pittsfield,MA,01201,"09,10,11,12",Pittsfield,02360000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     281,     273,     232,     220,0.0,"   1,006",      77,   7.7,      43,   4.3,     192,  19.1, , , , ,   9.6,   1.9,   8.4,  78.4,   0.2,   0.0,   1.4,  47.8,  52.2,92.1,93.6,     338,93.2,  10.9 to 1,"     $27,750,135","  $53,461",    519.1,"          $76,823,505.00","           6,200.5","              $12,389.83","          $80,803,444.00","           6,623.3","              $12,199.82",       273,68.9,7.0,0.7,8.8,14.7,0.0,"   1,006",36.0,3.6,,,,,,,,,,,211.0,71.0,33.6,140.0,     262,66.0,39.0,24.0,9.0,2.0,62.0,60.0,78.0,44.0,18.0,46.6,53.4,112.0,502.0,503.0
Pittsfield: Pittsfield Public Virtual Academy,02360705,Public School,Pittsfield,MA,01202,"K,01,02,03,04,05,06,07,08,09,10,11,12",Pittsfield,02360000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $27,750,135","  $53,461",    519.1,"          $76,823,505.00","           6,200.5","              $12,389.83","          $80,803,444.00","           6,623.3","              $12,199.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield: Robert T. Capeless Elementary School,02360045,Public School,Pittsfield,MA,01867,"PK,K,01,02,03,04,05",Pittsfield,02360000,Public School District,      16,      36,      38,      33,      31,      36,      39,       0,       0,       0,       0,       0,       0,       0,0.0,     229,       3,   1.3,       2,   0.9,      29,  12.7, , , , ,   3.9,   0.4,   3.1,  90.0,   0.4,   0.0,   2.2,  50.2,  49.8,17.3,94.2,      69,92.8,  13.2 to 1,"     $27,750,135","  $53,461",    519.1,"          $76,823,505.00","           6,200.5","              $12,389.83","          $80,803,444.00","           6,623.3","              $12,199.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield: Silvio O Conte Community,02360105,Public School,Pittsfield,MA,01201,"PK,K,01,02,03,04,05",Pittsfield,02360000,Public School District,      46,      91,      68,      53,      63,      58,      58,       0,       0,       0,       0,       0,       0,       0,0.0,     437,      45,  10.3,      44,  10.1,      64,  14.6, , , , ,  19.9,   1.8,  18.1,  49.2,   0.5,   0.0,  10.5,  44.9,  55.1,33.0,93.9,     136,92.6,  13.2 to 1,"     $27,750,135","  $53,461",    519.1,"          $76,823,505.00","           6,200.5","              $12,389.83","          $80,803,444.00","           6,623.3","              $12,199.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield: Stearns,02360090,Public School,Pittsfield,MA,01201,"PK,K,01,02,03,04,05",Pittsfield,02360000,Public School District,       0,      38,      40,      35,      39,      37,      32,       0,       0,       0,       0,       0,       0,       0,0.0,     221,       3,   1.4,       0,   0.0,      31,  14.0, , , , ,   3.2,   0.5,   1.8,  91.4,   0.0,   0.0,   3.2,  47.5,  52.5,19.0,100.0,      82,100.0,  11.6 to 1,"     $27,750,135","  $53,461",    519.1,"          $76,823,505.00","           6,200.5","              $12,389.83","          $80,803,444.00","           6,623.3","              $12,199.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield: Taconic High,02360510,Public School,Pittsfield,MA,01201,"09,10,11,12",Pittsfield,02360000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     306,     233,     205,     223,0.0,     967,      24,   2.5,      10,   1.0,     184,  19.0, , , , ,   9.9,   1.0,   4.7,  83.4,   0.1,   0.0,   0.9,  54.4,  45.6,88.2,94.3,     290,91.7,  11.0 to 1,"     $27,750,135","  $53,461",    519.1,"          $76,823,505.00","           6,200.5","              $12,389.83","          $80,803,444.00","           6,623.3","              $12,199.82",       269,78.4,3.7,0.0,6.3,11.5,0.0,     967,39.0,4.0,,,,,,,,,,,222.0,80.0,36.0,133.0,     208,81.0,35.0,11.0,6.0,0.0,71.0,67.0,44.0,20.0,6.0,66.3,33.7,108.0,485.0,514.0
Pittsfield: Theodore Herberg Middle,02360310,Public School,Pittsfield,MA,01201,"06,07,08",Pittsfield,02360000,Public School District,       0,       0,       0,       0,       0,       0,       0,     223,     244,     221,       0,       0,       0,       0,0.0,     688,      39,   5.7,      18,   2.6,     111,  16.1, , , , ,   8.7,   1.0,   6.1,  81.8,   0.1,   0.0,   2.2,  50.0,  50.0,61.1,98.1,     254,96.5,  11.3 to 1,"     $27,750,135","  $53,461",    519.1,"          $76,823,505.00","           6,200.5","              $12,389.83","          $80,803,444.00","           6,623.3","              $12,199.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield: Williams,02360100,Public School,Pittsfield,MA,01201,"PK,K,01,02,03,04,05",Pittsfield,02360000,Public School District,       0,      67,      50,      55,      38,      71,      38,       0,       0,       0,       0,       0,       0,       0,0.0,     319,       3,   0.9,       1,   0.3,      36,  11.3, , , , ,   2.8,   3.8,   1.9,  88.4,   0.3,   0.0,   2.8,  51.7,  48.3,24.5,98.0,     105,99.0,  13.0 to 1,"     $27,750,135","  $53,461",    519.1,"          $76,823,505.00","           6,200.5","              $12,389.83","          $80,803,444.00","           6,623.3","              $12,199.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plainville: Anna Ware Jackson,02380010,Public School,Plainville,MA,02762,"PK,K,01,02",Plainville,02380000,Public School District,      77,      93,     117,     107,     105,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     499,      48,   9.6,       0,   0.0,      61,  12.2, , , , ,   1.8,   5.8,   2.8,  86.8,   0.0,   0.0,   2.8,  55.3,  44.7,30.7,100.0,     133,100.0,  16.3 to 1,"      $3,260,724","  $60,272",     54.1,"           $8,645,032.44",             795.6,"              $10,866.19","           $9,091,967.51",             813.6,"              $11,175.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plainville: Beatrice H Wood Elementary,02380005,Public School,Plainville,MA,02762,"03,04,05,06",Plainville,02380000,Public School District,       0,       0,       0,       0,       0,     103,     127,     102,       0,       0,       0,       0,       0,       0,0.0,     332,      29,   8.7,       0,   0.0,      49,  14.8, , , , ,   1.5,   4.2,   2.7,  88.6,   0.6,   0.0,   2.4,  50.6,  49.4,23.4,100.0,      85,100.0,  14.2 to 1,"      $3,260,724","  $60,272",     54.1,"           $8,645,032.44",             795.6,"              $10,866.19","           $9,091,967.51",             813.6,"              $11,175.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth: Cold Spring,02390005,Public School,Plymouth,MA,02360,"K,01,02,03,04,05",Plymouth,02390000,Public School District,       0,      36,      28,      42,      34,      36,      32,       0,       0,       0,       0,       0,       0,       0,0.0,     208,       7,   3.4,       6,   2.9,      31,  14.9, , , , ,   3.4,   1.4,   1.9,  87.0,   0.5,   1.4,   4.3,  51.0,  49.0,16.5,100.0,      52,100.0,  12.6 to 1,"     $37,582,476","  $62,945",    597.1,"          $96,529,703.93","           8,262.1","              $11,683.42","         $106,241,383.34","           8,703.2","              $12,207.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth: Federal Furnace School,02390011,Public School,Plymouth,MA,02360,"K,01,02,03,04,05",Plymouth,02390000,Public School District,       0,      57,      80,      83,      81,      76,      82,       0,       0,       0,       0,       0,       0,       0,0.0,     459,       6,   1.3,       3,   0.7,      82,  17.9, , , , ,   3.3,   1.3,   3.9,  87.8,   0.9,   0.4,   2.4,  47.1,  52.9,35.0,100.0,     110,100.0,  13.1 to 1,"     $37,582,476","  $62,945",    597.1,"          $96,529,703.93","           8,262.1","              $11,683.42","         $106,241,383.34","           8,703.2","              $12,207.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth: Hedge,02390010,Public School,Plymouth,MA,02360,"K,01,02,03,04,05",Plymouth,02390000,Public School District,       0,      32,      27,      33,      27,      37,      38,       0,       0,       0,       0,       0,       0,       0,0.0,     194,      11,   5.7,       5,   2.6,      45,  23.2, , , , ,   4.1,   1.5,   9.3,  75.8,   0.0,   0.5,   8.8,  51.0,  49.0,18.5,100.0,      58,100.0,  10.5 to 1,"     $37,582,476","  $62,945",    597.1,"          $96,529,703.93","           8,262.1","              $11,683.42","         $106,241,383.34","           8,703.2","              $12,207.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth: Indian Brook,02390012,Public School,Plymouth,MA,02360,"K,01,02,03,04,05",Plymouth,02390000,Public School District,       0,     112,     137,     118,     130,     127,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     624,       1,   0.2,       0,   0.0,      70,  11.2, , , , ,   0.3,   0.6,   0.5,  95.8,   0.2,   0.3,   2.2,  50.6,  49.4,37.1,100.0,     134,100.0,  16.8 to 1,"     $37,582,476","  $62,945",    597.1,"          $96,529,703.93","           8,262.1","              $11,683.42","         $106,241,383.34","           8,703.2","              $12,207.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth: Manomet Elementary,02390015,Public School,Plymouth,MA,02360,"K,01,02,03,04,05",Plymouth,02390000,Public School District,       0,      51,      67,      57,      58,      65,      67,       0,       0,       0,       0,       0,       0,       0,0.0,     365,       3,   0.8,       2,   0.5,      61,  16.7, , , , ,   1.1,   1.1,   0.5,  95.6,   0.3,   0.0,   1.4,  52.1,  47.9,24.9,100.0,      83,100.0,  14.7 to 1,"     $37,582,476","  $62,945",    597.1,"          $96,529,703.93","           8,262.1","              $11,683.42","         $106,241,383.34","           8,703.2","              $12,207.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth: Nathaniel Morton Elementary,02390030,Public School,Plymouth,MA,02360,"K,01,02,03,04,05",Plymouth,02390000,Public School District,       0,      89,     119,      89,     116,      98,      78,       0,       0,       0,       0,       0,       0,       0,0.0,     589,       5,   0.8,       3,   0.5,      89,  15.1, , , , ,   2.9,   0.8,   2.4,  89.5,   0.3,   0.0,   4.1,  52.3,  47.7,37.5,100.0,     130,100.0,  15.7 to 1,"     $37,582,476","  $62,945",    597.1,"          $96,529,703.93","           8,262.1","              $11,683.42","         $106,241,383.34","           8,703.2","              $12,207.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth: Plymouth Commun Intermediate,02390405,Public School,Plymouth,MA,02360,"06,07,08",Plymouth,02390000,Public School District,       0,       0,       0,       0,       0,       0,      68,     359,     388,     419,       0,       0,       0,       0,0.0,"   1,234",      23,   1.9,       6,   0.5,     181,  14.7, , , , ,   4.0,   1.0,   2.6,  90.1,   0.5,   0.3,   1.5,  51.0,  49.0,96.3,100.0,     338,100.0,  12.8 to 1,"     $37,582,476","  $62,945",    597.1,"          $96,529,703.93","           8,262.1","              $11,683.42","         $106,241,383.34","           8,703.2","              $12,207.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth: Plymouth Early Childhood Center,02390003,Public School,Plymouth,MA,02360,PK,Plymouth,02390000,Public School District,     145,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     145,       2,   1.4,       0,   0.0,      63,  43.4, , , , ,   0.0,   1.4,   0.7,  97.2,   0.0,   0.0,   0.7,  60.7,  39.3,6.0,100.0,      27,63.0,  24.2 to 1,"     $37,582,476","  $62,945",    597.1,"          $96,529,703.93","           8,262.1","              $11,683.42","         $106,241,383.34","           8,703.2","              $12,207.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth: Plymouth North High,02390505,Public School,Plymouth,MA,02360,"09,10,11,12",Plymouth,02390000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     300,     307,     228,     211,8.0,"   1,054",      24,   2.3,      13,   1.2,     146,  13.9, , , , ,   4.6,   0.9,   4.5,  88.0,   0.7,   0.1,   1.3,  49.9,  50.1,75.9,98.7,     286,100.0,  13.9 to 1,"     $37,582,476","  $62,945",    597.1,"          $96,529,703.93","           8,262.1","              $11,683.42","         $106,241,383.34","           8,703.2","              $12,207.15",       268,76.5,5.2,0.0,4.9,13.4,0.0,"   1,046",33.0,3.2,,,,,,,,,,,213.0,156.0,73.2,77.0,     112,54.0,13.0,8.0,2.0,0.0,9.0,21.0,41.0,27.0,14.0,26.8,73.2,158.0,506.0,523.0
Plymouth: Plymouth South High,02390515,Public School,Plymouth,MA,02360,"09,10,11,12",Plymouth,02390000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     399,     359,     390,     345,0.0,"   1,493",      10,   0.7,       0,   0.0,     268,  18.0, , , , ,   1.5,   0.5,   1.6,  94.7,   0.3,   0.3,   1.2,  54.8,  45.2,119.6,95.8,     318,100.0,  12.5 to 1,"     $37,582,476","  $62,945",    597.1,"          $96,529,703.93","           8,262.1","              $11,683.42","         $106,241,383.34","           8,703.2","              $12,207.15",       389,90.7,2.8,0.0,2.6,3.9,0.0,"   1,493",14.0,0.9,,,,,,,,,,,359.0,268.0,74.7,99.0,     141,66.0,24.0,9.0,0.0,0.0,15.0,35.0,57.0,25.0,9.0,35.5,64.5,186.0,497.0,502.0
Plymouth: Plymouth South Middle,02390305,Public School,Plymouth,MA,02360,"06,07,08",Plymouth,02390000,Public School District,       0,       0,       0,       0,       0,       0,     181,     203,     180,     216,       0,       0,       0,       0,0.0,     780,       5,   0.6,       0,   0.0,     130,  16.7, , , , ,   1.5,   0.5,   1.0,  94.9,   0.5,   0.4,   1.2,  50.5,  49.5,58.3,100.0,     189,100.0,  13.4 to 1,"     $37,582,476","  $62,945",    597.1,"          $96,529,703.93","           8,262.1","              $11,683.42","         $106,241,383.34","           8,703.2","              $12,207.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth: South Elementary,02390046,Public School,Plymouth,MA,02360,"K,01,02,03,04,05",Plymouth,02390000,Public School District,      40,     147,     141,     146,     127,     131,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     732,       5,   0.7,       2,   0.3,     111,  15.2, , , , ,   1.0,   1.4,   1.6,  91.9,   0.5,   0.1,   3.4,  49.0,  51.0,41.1,100.0,     149,98.7,  17.8 to 1,"     $37,582,476","  $62,945",    597.1,"          $96,529,703.93","           8,262.1","              $11,683.42","         $106,241,383.34","           8,703.2","              $12,207.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth: West Elementary,02390047,Public School,Plymouth,MA,02360,"K,01,02,03,04,05",Plymouth,02390000,Public School District,       0,      70,      74,      68,      60,      63,      68,       0,       0,       0,       0,       0,       0,       0,0.0,     403,       7,   1.7,       3,   0.7,      80,  19.9, , , , ,   1.0,   2.5,   0.5,  94.3,   0.0,   0.0,   1.7,  50.9,  49.1,30.4,100.0,     122,100.0,  13.3 to 1,"     $37,582,476","  $62,945",    597.1,"          $96,529,703.93","           8,262.1","              $11,683.42","         $106,241,383.34","           8,703.2","              $12,207.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plympton: Dennett Elementary,02400010,Public School,Plympton,MA,02367,"K,01,02,03,04,05,06",Plympton,02400000,Public School District,       0,      33,      33,      30,      34,      26,      38,      34,       0,       0,       0,       0,       0,       0,0.0,     228,       0,   0.0,       0,   0.0,      34,  14.9, , , , ,   0.9,   0.4,   0.4,  98.2,   0.0,   0.0,   0.0,  49.1,  50.9,16.2,100.0,      73,100.0,  14.1 to 1,"      $1,118,701","  $69,056",     16.2,"           $2,384,495.18",             228.8,"              $10,420.83","           $2,605,661.72",             236.3,"              $11,025.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospect Hill Academy Charter (District): Prospect Hill Academy Charter School,04870550,Charter School,Cambridge,MA,02139,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",Prospect Hill Academy Charter (District),04870000,Charter District,       0,      63,      74,      75,      78,      76,      76,      80,      75,      78,      69,      71,      57,      54,0.0,     926,     393,  42.4,      16,   1.7,      61,   6.6, , , , ,  48.5,   4.9,  26.3,  16.2,   0.0,   0.0,   4.1,  49.1,  50.9,69.3,66.3,     273,98.2,  13.4 to 1,,,,,,,,,,        59,71.2,23.7,0.0,0.0,5.1,0.0,     251,1.0,0.4,,,,,,,,,,,42.0,42.0,100.0,38.0,      64,21.0,9.0,7.0,1.0,0.0,17.0,13.0,19.0,4.0,11.0,46.9,53.1,54.0,478.0,495.0
Provincetown: Provincetown Schools,02420020,Public School,Provincetown,MA,02657,"PK,K,01,02,03,04,05,06,07,08",Provincetown,02420000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $1,832,605","  $61,704",     29.7,"           $5,244,529.37",             177.0,"              $29,623.41","           $5,782,023.47",             226.9,"              $25,478.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quabbin: Hardwick Elementary,07530005,Public School,Gilbertville,MA,01031,"PK,K,01,02,03,04,05",Quabbin,07530000,Public School District,       0,      36,      45,      36,      30,      38,      44,      39,       0,       0,       0,       0,       0,       0,0.0,     268,       4,   1.5,       1,   0.4,      39,  14.6, , , , ,   1.5,   0.0,   1.9,  92.2,   0.0,   0.4,   4.1,  50.0,  50.0,18.5,94.6,     101,96.0,  14.5 to 1,"     $12,897,222","  $62,687",    205.7,"          $31,880,058.89","           3,104.2","              $10,270.08","          $35,559,914.94","           3,227.1","              $11,019.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quabbin: Hubbardston Center,07530010,Public School,Hubbardston,MA,01452,"PK,K,01,02,03,04,05",Quabbin,07530000,Public School District,       0,      57,      55,      61,      65,      76,      71,      60,       0,       0,       0,       0,       0,       0,0.0,     445,       1,   0.2,       0,   0.0,      72,  16.2, , , , ,   0.2,   0.0,   4.7,  92.8,   0.0,   0.0,   2.2,  52.6,  47.4,26.8,100.0,     139,100.0,  16.6 to 1,"     $12,897,222","  $62,687",    205.7,"          $31,880,058.89","           3,104.2","              $10,270.08","          $35,559,914.94","           3,227.1","              $11,019.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quabbin: New Braintree Grade,07530020,Public School,New Braintree,MA,01531,PK,Quabbin,07530000,Public School District,       0,       0,      11,      12,      14,      12,       8,      16,       0,       0,       0,       0,       0,       0,0.0,      73,       0,   0.0,       0,   0.0,      25,  34.2, , , , ,   0.0,   0.0,   2.7,  97.3,   0.0,   0.0,   0.0,  61.6,  38.4,7.0,100.0,      36,100.0,  10.4 to 1,"     $12,897,222","  $62,687",    205.7,"          $31,880,058.89","           3,104.2","              $10,270.08","          $35,559,914.94","           3,227.1","              $11,019.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quabbin: Oakham Center,07530025,Public School,Oakham,MA,01068,"K,01,02,03,04,05",Quabbin,07530000,Public School District,      92,      34,      32,      23,      28,      19,      27,      24,       0,       0,       0,       0,       0,       0,0.0,     279,       0,   0.0,       0,   0.0,      61,  21.9, , , , ,   0.7,   1.1,   5.0,  93.2,   0.0,   0.0,   0.0,  49.5,  50.5,17.4,100.0,      84,100.0,  16.0 to 1,"     $12,897,222","  $62,687",    205.7,"          $31,880,058.89","           3,104.2","              $10,270.08","          $35,559,914.94","           3,227.1","              $11,019.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quabbin: Quabbin Regional High School,07530505,Public School,Barre,MA,01005,"09,10,11,12",Quabbin,07530000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     278,     253,     259,     216,1.0,"   1,007",       6,   0.6,       3,   0.3,     124,  12.3, , , , ,   1.3,   1.1,   1.6,  93.5,   0.2,   0.3,   2.0,  48.5,  51.5,64.7,95.4,     304,98.0,  15.6 to 1,"     $12,897,222","  $62,687",    205.7,"          $31,880,058.89","           3,104.2","              $10,270.08","          $35,559,914.94","           3,227.1","              $11,019.26",       251,81.7,4.8,0.0,2.4,10.8,0.4,"   1,006",30.0,3.0,,,,,,,,,,,212.0,212.0,100.0,52.0,      56,50.0,1.0,0.0,1.0,0.0,13.0,19.0,13.0,7.0,4.0,57.1,42.9,165.0,518.0,508.0
Quabbin: Quabbin Regional Middle School,07530405,Public School,Barre,MA,01005,"06,07,08",Quabbin,07530000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     248,     275,       0,       0,       0,       0,0.0,     523,       3,   0.6,       0,   0.0,      67,  12.8, , , , ,   0.6,   0.4,   1.7,  92.9,   0.4,   0.0,   4.0,  49.9,  50.1,37.4,100.0,     187,100.0,  14.0 to 1,"     $12,897,222","  $62,687",    205.7,"          $31,880,058.89","           3,104.2","              $10,270.08","          $35,559,914.94","           3,227.1","              $11,019.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quabbin: Ruggles Lane,07530030,Public School,Barre,MA,01005,"PK,K,01,02,03,04,05",Quabbin,07530000,Public School District,       0,      68,      76,      58,      80,      69,      92,      88,       0,       0,       0,       0,       0,       0,0.0,     531,       1,   0.2,       0,   0.0,      71,  13.4, , , , ,   0.4,   0.8,   1.9,  94.9,   0.2,   0.0,   1.9,  52.4,  47.6,33.9,100.0,     163,100.0,  15.7 to 1,"     $12,897,222","  $62,687",    205.7,"          $31,880,058.89","           3,104.2","              $10,270.08","          $35,559,914.94","           3,227.1","              $11,019.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quaboag Regional: Quaboag Integrated Preschool,07780001,Public School,Warren,MA,01083,PK,Quaboag Regional,07780000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $6,482,665","  $65,874",     98.4,"          $15,664,721.00","           1,439.2","              $10,884.10","          $16,681,770.00","           1,542.8","              $10,812.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quaboag Regional: Quaboag Regional High,07780505,Public School,Warren,MA,01083,"09,10,11,12",Quaboag Regional,07780000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,      96,     128,     107,     128,      57,      89,0.0,     605,       0,   0.0,       0,   0.0,      89,  14.7, , , , ,   0.7,   0.7,   2.6,  94.0,   0.0,   0.0,   2.0,  48.3,  51.7,46.2,97.8,     163,96.3,  13.1 to 1,"      $6,482,665","  $65,874",     98.4,"          $15,664,721.00","           1,439.2","              $10,884.10","          $16,681,770.00","           1,542.8","              $10,812.45",        84,92.9,2.4,0.0,1.2,3.6,0.0,     381,14.0,3.7,,,,,,,,,,,86.0,21.0,24.4,39.0,      50,28.0,11.0,0.0,0.0,0.0,10.0,19.0,11.0,10.0,0.0,58.0,42.0,48.0,502.0,535.0
Quaboag Regional: Quaboag Regional Middle Innovation School,07780305,Public School,Warren,MA,01083,"07,08",Quaboag Regional,07780000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $6,482,665","  $65,874",     98.4,"          $15,664,721.00","           1,439.2","              $10,884.10","          $16,681,770.00","           1,542.8","              $10,812.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quaboag Regional: Warren Elementary,07780005,Public School,West Warren,MA,01092,"K,01,02,03,04,05,06",Quaboag Regional,07780000,Public School District,      29,      60,      68,      69,      63,      56,      63,      73,       0,       0,       0,       0,       0,       0,0.0,     481,       4,   0.8,       1,   0.2,     108,  22.5, , , , ,   0.2,   0.4,   2.3,  94.8,   0.0,   0.0,   2.3,  52.6,  47.4,31.0,100.0,     147,100.0,  15.5 to 1,"      $6,482,665","  $65,874",     98.4,"          $15,664,721.00","           1,439.2","              $10,884.10","          $16,681,770.00","           1,542.8","              $10,812.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quaboag Regional: West Brookfield Elementary,07780010,Public School,West Brookfield,MA,01585,"K,01,02,03,04,05,06",Quaboag Regional,07780000,Public School District,      30,      41,      43,      43,      47,      51,      42,      50,       0,       0,       0,       0,       0,       0,0.0,     347,       1,   0.3,       0,   0.0,      68,  19.6, , , , ,   0.3,   0.0,   2.6,  93.7,   0.0,   0.0,   3.5,  57.3,  42.7,21.3,100.0,      92,100.0,  16.3 to 1,"      $6,482,665","  $65,874",     98.4,"          $15,664,721.00","           1,439.2","              $10,884.10","          $16,681,770.00","           1,542.8","              $10,812.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
